county,state,total_pop,white,black,asian,latino,other,pct_white,pct_black,pct_asian,pct_latino,pct_other
"Wake County, North Carolina",nc,976019,595920,202452,59211,97043,21393,0.610561885,0.20742629,0.060665827,0.099427368,0.021918631
"Warren County, North Carolina",nc,20468,7821,10415,60,772,1400,0.382108657,0.508843072,0.002931405,0.037717413,0.068399453
"Washington County, North Carolina",nc,12668,5707,6196,0,590,175,0.45050521,0.48910641,0,0.046574045,0.013814335
"Watauga County, North Carolina",nc,52240,48089,592,468,1810,1281,0.920539816,0.011332312,0.008958652,0.034647779,0.02452144
"Wayne County, North Carolina",nc,124355,67900,38958,1438,13362,2697,0.54601745,0.313280528,0.011563669,0.107450444,0.02168791
"Wilkes County, North Carolina",nc,68946,60898,3083,219,3977,769,0.883270966,0.044716155,0.003176399,0.057682824,0.011153656
"Wilson County, North Carolina",nc,81581,39416,31318,757,8103,1987,0.483151714,0.383888405,0.009279121,0.099324598,0.024356161
"Yadkin County, North Carolina",nc,37971,32283,1284,21,3979,404,0.85020147,0.03381528,0.000553054,0.104790498,0.010639699
"Yancey County, North Carolina",nc,17604,16371,207,34,830,162,0.9299591,0.011758691,0.001931379,0.047148375,0.009202454
"Adams County, North Dakota",nd,2341,2162,31,29,26,93,0.92353695,0.013242204,0.012387868,0.011106365,0.039726613
"Barnes County, North Dakota",nd,11097,10403,104,224,174,192,0.937460575,0.009371902,0.020185636,0.015679913,0.017301974
"Benson County, North Dakota",nd,6794,2861,0,5,151,3777,0.421106859,0,0.000735943,0.022225493,0.555931704
"Billings County, North Dakota",nd,969,885,8,29,42,5,0.913312693,0.008255934,0.029927761,0.043343653,0.005159959
"Bottineau County, North Dakota",nd,6634,6158,59,15,119,283,0.928248417,0.008893579,0.002261079,0.017937896,0.042659029
"Bowman County, North Dakota",nd,3221,3013,4,0,142,62,0.935423781,0.00124185,0,0.044085688,0.019248681
"Burke County, North Dakota",nd,2208,2054,1,5,117,31,0.930253623,0.000452899,0.002264493,0.05298913,0.014039855
"Burleigh County, North Dakota",nd,88223,80347,806,600,1542,4928,0.910726228,0.00913594,0.006800948,0.017478435,0.05585845
"Cass County, North Dakota",nd,162500,144298,5166,4363,3805,4868,0.887987692,0.031790769,0.026849231,0.023415385,0.029956923
"Cavalier County, North Dakota",nd,3890,3742,3,13,0,132,0.961953728,0.000771208,0.003341902,0,0.033933162
"Dickey County, North Dakota",nd,5195,4884,77,18,151,65,0.940134745,0.014821944,0.00346487,0.02906641,0.012512031
"Divide County, North Dakota",nd,2314,2210,11,20,4,69,0.95505618,0.004753673,0.008643042,0.001728608,0.029818496
"Dunn County, North Dakota",nd,4195,3484,4,56,116,535,0.830512515,0.000953516,0.013349225,0.027651967,0.127532777
"Eddy County, North Dakota",nd,2370,2146,0,0,79,145,0.905485232,0,0,0.033333333,0.061181435
"Emmons County, North Dakota",nd,3463,3352,0,16,4,91,0.967946867,0,0.004620271,0.001155068,0.026277794
"Foster County, North Dakota",nd,3366,3248,4,23,39,52,0.964943553,0.001188354,0.006833036,0.011586453,0.015448604
"Golden Valley County, North Dakota",nd,1822,1741,0,0,36,45,0.955543359,0,0,0.019758507,0.024698134
"Grand Forks County, North Dakota",nd,68979,59526,1716,1621,2524,3592,0.862958292,0.024877137,0.023499906,0.036590846,0.05207382
"Grant County, North Dakota",nd,2362,2292,8,0,20,42,0.970364098,0.00338696,0,0.008467401,0.017781541
"Griggs County, North Dakota",nd,2329,2249,29,5,9,37,0.965650494,0.012451696,0.002146844,0.003864319,0.015886647
"Hettinger County, North Dakota",nd,2621,2468,19,0,49,85,0.941625334,0.007249142,0,0.018695155,0.03243037
"Kidder County, North Dakota",nd,2430,2302,0,0,122,6,0.947325103,0,0,0.050205761,0.002469136
"LaMoure County, North Dakota",nd,4113,4025,5,0,33,50,0.978604425,0.001215658,0,0.008023341,0.012156577
"Logan County, North Dakota",nd,1945,1878,6,6,28,27,0.965552699,0.003084833,0.003084833,0.014395887,0.013881748
"McHenry County, North Dakota",nd,5817,5542,10,12,140,113,0.952724772,0.001719099,0.002062919,0.024067389,0.019425821
"McIntosh County, North Dakota",nd,2759,2644,9,14,25,67,0.958318231,0.003262051,0.005074302,0.009061254,0.024284161
"McKenzie County, North Dakota",nd,9615,7372,77,35,268,1863,0.766718669,0.00800832,0.003640146,0.027873115,0.19375975
"McLean County, North Dakota",nd,9451,8466,8,12,206,759,0.895778225,0.000846471,0.001269707,0.021796635,0.080308962
"Mercer County, North Dakota",nd,8633,8104,4,19,192,314,0.938723503,0.000463338,0.002200857,0.022240241,0.036372061
"Morton County, North Dakota",nd,28985,26489,187,41,665,1603,0.913886493,0.006451613,0.001414525,0.022942902,0.055304468
"Mountrail County, North Dakota",nd,9253,5964,11,62,534,2682,0.644547714,0.001188804,0.00670053,0.057711013,0.28985194
"Nelson County, North Dakota",nd,3048,2883,42,0,59,64,0.945866142,0.013779528,0,0.019356955,0.020997375
"Oliver County, North Dakota",nd,1819,1668,6,3,53,89,0.916987356,0.003298516,0.001649258,0.029136888,0.048927982
"Pembina County, North Dakota",nd,7206,6686,17,6,230,267,0.927837913,0.002359145,0.000832639,0.031917846,0.037052456
"Pierce County, North Dakota",nd,4395,4206,23,0,47,119,0.956996587,0.00523322,0,0.01069397,0.027076223
"Ramsey County, North Dakota",nd,11566,9883,11,67,259,1346,0.85448729,0.000951063,0.005792841,0.022393222,0.116375584
"Ransom County, North Dakota",nd,5453,5221,32,16,87,97,0.957454612,0.005868329,0.002934165,0.01595452,0.017788373
"Renville County, North Dakota",nd,2562,2456,4,13,63,26,0.958626073,0.00156128,0.005074161,0.024590164,0.010148322
"Richland County, North Dakota",nd,16317,15110,76,56,400,675,0.926028069,0.004657719,0.003432003,0.02451431,0.041367899
"Rolette County, North Dakota",nd,14498,2891,78,37,66,11426,0.199406815,0.005380052,0.002552076,0.004552352,0.788108705
"Sargent County, North Dakota",nd,3874,3663,42,22,102,45,0.945534331,0.010841507,0.005678885,0.026329375,0.011615901
"Sheridan County, North Dakota",nd,1337,1313,0,0,4,20,0.982049364,0,0,0.002991773,0.014958863
"Sioux County, North Dakota",nd,4380,610,2,7,156,3605,0.139269406,0.000456621,0.001598174,0.035616438,0.823059361
"Slope County, North Dakota",nd,673,655,4,0,2,12,0.973254086,0.005943536,0,0.002971768,0.017830609
"Stark County, North Dakota",nd,28628,25858,319,360,1246,845,0.903241582,0.011142937,0.012575101,0.043523823,0.029516557
"Steele County, North Dakota",nd,1979,1947,0,0,32,0,0.983830217,0,0,0.016169783,0
"Stutsman County, North Dakota",nd,21076,19737,110,103,424,702,0.93646802,0.005219207,0.004887075,0.020117669,0.033308028
"Towner County, North Dakota",nd,2294,2037,0,2,36,219,0.887968614,0,0.00087184,0.015693112,0.095466434
"Traill County, North Dakota",nd,8077,7561,47,21,245,203,0.936114894,0.005818992,0.002599975,0.030333044,0.025133094
"Walsh County, North Dakota",nd,11005,9433,27,57,1170,318,0.857155838,0.00245343,0.005179464,0.106315311,0.028895956
"Ward County, North Dakota",nd,67736,58202,2117,881,3151,3385,0.859247667,0.031253691,0.013006378,0.046518838,0.049973426
"Wells County, North Dakota",nd,4204,4110,0,0,29,65,0.977640343,0,0,0.006898192,0.015461465
"Williams County, North Dakota",nd,29619,25719,548,85,1346,1921,0.868327763,0.018501637,0.00286978,0.045443803,0.064857017
"Adams County, Ohio",oh,28229,27299,108,31,247,544,0.967055156,0.003825853,0.001098161,0.008749867,0.019270962
"Allen County, Ohio",oh,105196,85876,12685,791,2813,3031,0.816342827,0.120584433,0.007519297,0.02674056,0.028812883
"Ashland County, Ohio",oh,53189,51160,445,286,607,691,0.961853015,0.008366392,0.005377052,0.011412134,0.012991408
"Ashtabula County, Ohio",oh,99777,89961,3399,471,3755,2191,0.901620614,0.034065967,0.004720527,0.037633924,0.021958968
"Athens County, Ohio",oh,64974,58513,1513,2168,1180,1600,0.900560224,0.023286238,0.033367193,0.018161111,0.024625235
"Auglaize County, Ohio",oh,45873,44274,207,235,632,525,0.965142895,0.004512458,0.005122839,0.013777167,0.011444641
"Belmont County, Ohio",oh,69560,64816,2667,256,576,1245,0.931799885,0.038341001,0.003680276,0.008280621,0.017898217
"Brown County, Ohio",oh,44247,42766,436,82,348,615,0.966528804,0.009853775,0.001853233,0.00786494,0.013899247
"Butler County, Ohio",oh,372538,309123,29004,9950,15982,8479,0.829775754,0.077855145,0.026708685,0.042900322,0.022760094
"Carroll County, Ohio",oh,28361,27415,237,63,317,329,0.966644336,0.008356546,0.00222136,0.011177321,0.011600437
"Champaign County, Ohio",oh,39393,36906,747,152,570,1018,0.936866956,0.01896276,0.003858554,0.014469576,0.025842155
"Clark County, Ohio",oh,136827,115933,11648,991,4113,4142,0.847296221,0.085129397,0.007242723,0.030059857,0.030271803
"Clermont County, Ohio",oh,200285,188777,2793,1985,3371,3359,0.942541878,0.013945128,0.009910877,0.016831016,0.016771101
"Clinton County, Ohio",oh,41892,39188,1040,121,672,871,0.93545307,0.024825742,0.00288838,0.016041249,0.020791559
"Columbiana County, Ohio",oh,105987,100099,2443,357,1527,1561,0.944446017,0.023049997,0.003368338,0.014407427,0.014728221
"Coshocton County, Ohio",oh,36724,35337,390,141,330,526,0.962231783,0.010619758,0.003839451,0.008985949,0.014323058
"Crawford County, Ohio",oh,42725,41026,303,159,594,643,0.960234055,0.007091867,0.003721475,0.013902867,0.015049737
"Cuyahoga County, Ohio",oh,1263189,762825,375018,35057,66416,23873,0.603888254,0.296881939,0.027752775,0.052578039,0.018898993
"Darke County, Ohio",oh,52356,50549,337,163,728,579,0.965486286,0.006436703,0.003113301,0.013904806,0.011058904
"Defiance County, Ohio",oh,38669,33645,723,131,3657,513,0.870076806,0.018697148,0.003387727,0.094571879,0.013266441
"Delaware County, Ohio",oh,185433,161561,6669,8846,4325,4032,0.871263475,0.035964472,0.047704562,0.023323788,0.021743703
"Erie County, Ohio",oh,76141,64016,6411,388,2944,2382,0.840755966,0.084199052,0.005095809,0.038665108,0.031284065
"Fairfield County, Ohio",oh,149112,131258,9592,2040,2936,3286,0.880264499,0.064327485,0.013680991,0.019689898,0.022037126
"Fayette County, Ohio",oh,28769,26849,554,186,526,654,0.933261497,0.019256839,0.006465293,0.018283569,0.022732803
"Franklin County, Ohio",oh,1215761,800021,259534,52431,60943,42832,0.658041342,0.213474523,0.043126075,0.050127451,0.035230609
"Fulton County, Ohio",oh,42485,38159,241,140,3474,471,0.898175827,0.00567259,0.003295281,0.081770036,0.011086266
"Gallia County, Ohio",oh,30565,28654,796,194,363,558,0.937477507,0.026042859,0.006347129,0.011876329,0.018256175
"Geauga County, Ohio",oh,93874,89972,1247,567,1193,895,0.958433645,0.013283763,0.006040011,0.012708524,0.009534056
"Greene County, Ohio",oh,164192,138632,11867,4919,4232,4542,0.844328591,0.072275141,0.029958829,0.025774703,0.027662736
"Guernsey County, Ohio",oh,39626,37675,617,125,393,816,0.950764649,0.015570585,0.003154495,0.009917731,0.02059254
"Hamilton County, Ohio",oh,804194,537298,206238,18038,22613,20007,0.668119882,0.256453045,0.022429911,0.028118837,0.024878325
"Hancock County, Ohio",oh,75428,68018,1003,1273,3728,1406,0.901760619,0.013297449,0.016877022,0.049424617,0.018640293
"Hardin County, Ohio",oh,31736,30295,301,252,473,415,0.954594152,0.009484497,0.007940509,0.01490421,0.013076632
"Harrison County, Ohio",oh,15633,14884,328,21,127,273,0.952088531,0.020981258,0.001343312,0.008123841,0.017463059
"Henry County, Ohio",oh,28015,25425,164,119,2000,307,0.907549527,0.005854007,0.004247724,0.071390327,0.010958415
"Highland County, Ohio",oh,43170,41360,596,151,352,711,0.958072736,0.013805884,0.003497799,0.008153811,0.016469771
"Hocking County, Ohio",oh,28914,27962,237,97,244,374,0.967074773,0.008196721,0.003354776,0.008438819,0.01293491
"Holmes County, Ohio",oh,43436,42552,89,37,398,360,0.979648218,0.002048992,0.000851828,0.009162906,0.008288056
"Huron County, Ohio",oh,58937,53564,665,150,3538,1020,0.908834858,0.011283235,0.002545091,0.060030202,0.017306616
"Jackson County, Ohio",oh,32854,31593,202,32,306,721,0.961618068,0.006148414,0.000974006,0.009313934,0.021945577
"Jefferson County, Ohio",oh,68053,61707,3871,229,859,1387,0.906749151,0.056882136,0.003365024,0.012622515,0.020381173
"Knox County, Ohio",oh,61004,58294,643,220,844,1003,0.955576683,0.010540292,0.003606321,0.013835158,0.016441545
"Lake County, Ohio",oh,229437,205905,8494,2910,8805,3323,0.897435897,0.037021056,0.01268322,0.038376548,0.014483279
"Lawrence County, Ohio",oh,61827,58725,1332,277,516,977,0.949827745,0.021543986,0.004480243,0.008345868,0.015802158
"Licking County, Ohio",oh,168693,154496,5697,1665,2750,4085,0.915841203,0.033771407,0.009870001,0.016301803,0.024215587
"Logan County, Ohio",oh,45484,42793,893,338,612,848,0.940836338,0.019633278,0.007431185,0.013455281,0.018643919
"Lorain County, Ohio",oh,303152,240822,25362,2911,27411,6646,0.794393572,0.083661002,0.009602444,0.090419987,0.021922996
"Lucas County, Ohio",oh,436261,305764,82182,7412,28558,12345,0.700874018,0.188378058,0.016989829,0.065460814,0.028297281
"Madison County, Ohio",oh,43456,38798,2540,352,701,1065,0.892811119,0.058449926,0.008100147,0.016131259,0.024507548
"Mahoning County, Ohio",oh,234550,180423,36361,1862,12132,3772,0.769230441,0.155024515,0.007938606,0.051724579,0.016081859
"Marion County, Ohio",oh,65943,58743,3841,307,1575,1477,0.890814795,0.058247274,0.004655536,0.023884264,0.022398132
"Medina County, Ohio",oh,174831,165023,2489,1999,3198,2122,0.943900109,0.014236606,0.011433899,0.018291951,0.012137436
"Meigs County, Ohio",oh,23473,22767,261,45,121,279,0.96992289,0.011119158,0.001917096,0.005154859,0.011885997
"Mercer County, Ohio",oh,40863,39304,178,106,682,593,0.961848127,0.004356019,0.002594034,0.016689915,0.014511906
"Miami County, Ohio",oh,103517,96412,2251,1360,1525,1969,0.931363931,0.021745221,0.013137939,0.01473188,0.01902103
"Monroe County, Ohio",oh,14547,14200,71,0,67,209,0.976146284,0.004880731,0,0.004605761,0.014367223
"Montgomery County, Ohio",oh,533763,384338,110227,10534,13466,15198,0.720053657,0.206509256,0.019735351,0.025228425,0.028473311
"Morgan County, Ohio",oh,14913,13810,528,19,112,444,0.926037685,0.035405351,0.001274056,0.007510226,0.029772682
"Morrow County, Ohio",oh,34996,33692,142,44,466,652,0.962738599,0.004057607,0.001257287,0.013315808,0.018630701
"Muskingum County, Ohio",oh,86016,79165,2832,300,783,2936,0.920352028,0.032924107,0.003487723,0.009102958,0.034133185
"Noble County, Ohio",oh,14508,13391,829,0,130,158,0.923007996,0.057140888,0,0.008960573,0.010890543
"Ottawa County, Ohio",oh,41162,38118,398,146,1956,544,0.926048297,0.009669112,0.003546961,0.047519557,0.013216073
"Paulding County, Ohio",oh,19165,17755,195,79,859,277,0.926428385,0.010174798,0.004122098,0.044821289,0.014453431
"Perry County, Ohio",oh,36025,35007,97,74,252,595,0.971741846,0.002692575,0.002054129,0.006995142,0.016516308
"Pickaway County, Ohio",oh,56515,52699,1837,166,724,1089,0.932478103,0.032504645,0.002937273,0.012810758,0.019269221
"Pike County, Ohio",oh,28396,27177,198,89,242,690,0.957071419,0.006972813,0.003134244,0.008522327,0.024299197
"Portage County, Ohio",oh,161897,146480,6320,2841,2517,3739,0.904772788,0.039037166,0.017548194,0.015546922,0.023094931
"Preble County, Ohio",oh,41682,40383,259,214,285,541,0.968835469,0.006213713,0.005134111,0.006837484,0.012979224
"Putnam County, Ohio",oh,34184,31794,111,60,1966,253,0.93008425,0.003247133,0.001755207,0.057512286,0.007401123
"Richland County, Ohio",oh,122312,105448,9148,869,2031,4816,0.862123095,0.074792334,0.007104781,0.016605076,0.039374714
"Ross County, Ohio",oh,77334,69503,4042,411,876,2502,0.898737942,0.052266791,0.005314609,0.011327489,0.032353169
"Sandusky County, Ohio",oh,60187,51358,2041,212,5664,912,0.853307193,0.033910977,0.003522355,0.094106701,0.015152774
"Scioto County, Ohio",oh,78017,72985,2057,343,962,1670,0.935501237,0.026366048,0.004396478,0.012330646,0.021405591
"Seneca County, Ohio",oh,55929,50680,1398,362,2660,829,0.906148867,0.024995977,0.006472492,0.0475603,0.014822364
"Shelby County, Ohio",oh,49067,45843,1278,353,752,841,0.934293925,0.026046019,0.007194245,0.015325983,0.017139829
"Stark County, Ohio",oh,374979,327096,26818,2925,6806,11334,0.872304849,0.071518672,0.007800437,0.01815035,0.030225693
"Summit County, Ohio",oh,541847,425784,77541,13932,9938,14652,0.785801158,0.143104972,0.025712055,0.018340971,0.027040844
"Trumbull County, Ohio",oh,206373,180839,17228,1113,3268,3925,0.876272574,0.083479913,0.005393147,0.015835405,0.019018961
"Tuscarawas County, Ohio",oh,92697,88284,783,348,2131,1151,0.952393281,0.008446875,0.003754167,0.022988878,0.012416799
"Union County, Ohio",oh,53470,48739,1247,1460,778,1246,0.911520479,0.023321489,0.027305031,0.014550215,0.023302787
"Van Wert County, Ohio",oh,28576,27056,257,80,790,393,0.946808511,0.008993561,0.002799552,0.027645577,0.0137528
"Vinton County, Ohio",oh,13234,12836,57,2,22,317,0.969925948,0.004307088,0.000151126,0.001662385,0.023953453
"Warren County, Ohio",oh,219916,193119,7601,9922,5379,3895,0.87814893,0.034563197,0.045117227,0.024459339,0.017711308
"Washington County, Ohio",oh,61351,58501,683,415,615,1137,0.953545989,0.011132663,0.006764356,0.010024286,0.018532705
"Wayne County, Ohio",oh,115371,108671,1944,935,1984,1837,0.941926481,0.016849988,0.00810429,0.017196696,0.015922546
"Williams County, Ohio",oh,37386,34877,447,132,1506,424,0.932889317,0.011956347,0.003530733,0.040282459,0.011341144
"Wood County, Ohio",oh,128885,114708,3499,2168,6585,1925,0.890002716,0.027148233,0.016821197,0.051092059,0.014935795
"Wyandot County, Ohio",oh,22467,21755,43,33,566,70,0.968309076,0.001913918,0.001468821,0.025192505,0.003115681
"Adair County, Oklahoma",ok,22236,9292,66,131,1351,11396,0.417880914,0.00296816,0.005891347,0.06075733,0.512502249
"Alfalfa County, Oklahoma",ok,5755,4432,110,2,287,924,0.770112945,0.019113814,0.000347524,0.049869679,0.160556038
"Atoka County, Oklahoma",ok,13906,10046,569,71,476,2744,0.722421976,0.04091759,0.00510571,0.034229829,0.197324896
"Beaver County, Oklahoma",ok,5530,4201,34,4,1198,93,0.759674503,0.006148282,0.000723327,0.216636528,0.01681736
"Beckham County, Oklahoma",ok,23300,17864,813,193,3155,1275,0.766695279,0.034892704,0.008283262,0.135407725,0.05472103
"Blaine County, Oklahoma",ok,9810,7350,551,26,891,992,0.749235474,0.056167176,0.002650357,0.090825688,0.101121305
"Bryan County, Oklahoma",ok,44003,31960,856,219,2391,8577,0.726314115,0.019453219,0.004976933,0.054337204,0.194918528
"Caddo County, Oklahoma",ok,29495,17170,809,77,3314,8125,0.582132565,0.027428378,0.002610612,0.112358027,0.275470419
"Canadian County, Oklahoma",ok,126193,98375,2898,3852,9824,11244,0.779559881,0.022964824,0.030524673,0.077849009,0.089101614
"Carter County, Oklahoma",ok,48442,34580,3379,451,3098,6934,0.713843359,0.06975352,0.009310103,0.063952768,0.14314025
"Cherokee County, Oklahoma",ok,48097,23788,643,160,3157,20349,0.494583862,0.013368817,0.003326611,0.065638189,0.423082521
"Choctaw County, Oklahoma",ok,15120,9427,1729,74,539,3351,0.623478836,0.114351852,0.00489418,0.035648148,0.221626984
"Cimarron County, Oklahoma",ok,2341,1773,5,5,490,68,0.757368646,0.002135839,0.002135839,0.20931226,0.029047416
"Cleveland County, Oklahoma",ok,268614,198125,12156,11396,20850,26087,0.737582553,0.045254529,0.04242519,0.077620675,0.097117053
"Coal County, Oklahoma",ok,5812,4126,28,10,210,1438,0.70991053,0.004817619,0.001720578,0.03613214,0.247419133
"Comanche County, Oklahoma",ok,125531,72232,21187,2688,15550,13874,0.575411651,0.168779027,0.021413037,0.123873784,0.1105225
"Cotton County, Oklahoma",ok,6112,4721,120,42,428,801,0.772414921,0.019633508,0.006871728,0.070026178,0.131053665
"Craig County, Oklahoma",ok,14744,9539,476,91,460,4178,0.646975041,0.032284319,0.006172002,0.031199132,0.283369506
"Creek County, Oklahoma",ok,70761,54780,1643,355,2592,11391,0.774155255,0.023219005,0.005016888,0.036630347,0.160978505
"Custer County, Oklahoma",ok,28978,20478,906,410,4681,2503,0.706674029,0.031265098,0.014148665,0.161536338,0.086375871
"Delaware County, Oklahoma",ok,41409,26904,126,474,1394,12511,0.64971383,0.003042817,0.011446787,0.033664179,0.302132387
"Dewey County, Oklahoma",ok,4863,4094,9,42,301,417,0.84186716,0.001850709,0.008636644,0.061895949,0.085749537
"Ellis County, Oklahoma",ok,4121,3642,1,21,292,165,0.883766076,0.00024266,0.005095851,0.070856588,0.040038826
"Garfield County, Oklahoma",ok,62192,48133,2001,626,6665,4767,0.773941986,0.032174556,0.010065603,0.107168125,0.07664973
"Garvin County, Oklahoma",ok,27455,21159,667,77,2030,3522,0.770679293,0.0242943,0.002804589,0.073939173,0.128282644
"Grady County, Oklahoma",ok,53612,44095,1131,162,2818,5406,0.822483772,0.021096023,0.003021712,0.052562859,0.100835634
"Grant County, Oklahoma",ok,4517,4060,17,9,184,247,0.898826655,0.00376356,0.001992473,0.040735001,0.054682311
"Greer County, Oklahoma",ok,6117,4670,441,3,652,351,0.763446134,0.072094164,0.000490436,0.106588197,0.057381069
"Harmon County, Oklahoma",ok,2866,1743,203,45,760,115,0.608164689,0.070830426,0.015701326,0.265177948,0.040125611
"Harper County, Oklahoma",ok,3766,2918,3,5,750,90,0.774827403,0.000796601,0.001327669,0.199150292,0.023898035
"Haskell County, Oklahoma",ok,12850,9264,109,53,502,2922,0.720933852,0.00848249,0.004124514,0.039066148,0.227392996
"Hughes County, Oklahoma",ok,13785,8987,802,5,629,3362,0.651940515,0.05817918,0.000362713,0.045629307,0.243888284
"Jackson County, Oklahoma",ok,26056,16724,1980,380,5829,1143,0.641848327,0.075990175,0.014583973,0.22371047,0.043867056
"Jefferson County, Oklahoma",ok,6333,5000,44,6,589,694,0.789515238,0.006947734,0.000947418,0.093004895,0.109584715
"Johnston County, Oklahoma",ok,11022,7795,206,61,493,2467,0.70722192,0.018689893,0.005534386,0.044728724,0.223825077
"Kay County, Oklahoma",ok,45587,34665,858,289,3281,6494,0.760414153,0.018821155,0.006339527,0.071972273,0.142452892
"Kingfisher County, Oklahoma",ok,15302,11969,81,0,2226,1026,0.782185335,0.005293426,0,0.14547118,0.067050059
"Kiowa County, Oklahoma",ok,9302,7025,361,29,966,921,0.755213932,0.038808858,0.003117609,0.103848635,0.099010965
"Latimer County, Oklahoma",ok,10774,7303,152,67,349,2903,0.67783553,0.014108038,0.006218675,0.032392797,0.26944496
"Le Flore County, Oklahoma",ok,49899,36083,1206,219,3373,9018,0.723120704,0.024168821,0.004388866,0.067596545,0.180725065
"Lincoln County, Oklahoma",ok,34504,28798,610,30,1017,4049,0.834627869,0.01767911,0.000869464,0.029474843,0.117348713
"Logan County, Oklahoma",ok,44493,34647,4054,261,2464,3067,0.778706763,0.091115456,0.005866091,0.055379498,0.068932192
"Love County, Oklahoma",ok,9663,7077,183,71,1344,988,0.732381248,0.018938218,0.007347615,0.13908724,0.102245679
"McClain County, Oklahoma",ok,36512,29158,337,220,2735,4062,0.798586766,0.009229842,0.006025416,0.07490688,0.111251096
"McCurtain County, Oklahoma",ok,33143,21205,2758,32,1763,7385,0.639803277,0.083215159,0.000965513,0.053193736,0.222822315
"McIntosh County, Oklahoma",ok,20280,13920,711,93,488,5068,0.686390533,0.035059172,0.004585799,0.024063116,0.249901381
"Major County, Oklahoma",ok,7700,6611,28,0,689,372,0.858571429,0.003636364,0,0.089480519,0.048311688
"Marshall County, Oklahoma",ok,16014,10797,236,26,2516,2439,0.674222555,0.014737105,0.001623579,0.157112527,0.152304234
"Mayes County, Oklahoma",ok,41007,27017,172,179,1296,12343,0.658838735,0.004194406,0.004365108,0.03160436,0.300997391
"Murray County, Oklahoma",ok,13733,10187,184,58,760,2544,0.741789849,0.013398383,0.004223403,0.055341149,0.185247215
"Muskogee County, Oklahoma",ok,70224,40284,7784,488,4005,17663,0.573650034,0.110845295,0.006949191,0.057031784,0.251523696
"Noble County, Oklahoma",ok,11506,9486,172,19,355,1474,0.824439423,0.014948722,0.001651312,0.030853468,0.128107075
"Nowata County, Oklahoma",ok,10555,7111,208,31,299,2906,0.673709143,0.0197063,0.002936997,0.028327807,0.275319754
"Okfuskee County, Oklahoma",ok,12248,7596,955,32,477,3188,0.620182887,0.077971914,0.002612671,0.038945134,0.260287394
"Oklahoma County, Oklahoma",ok,754480,437189,111616,24463,121246,59966,0.579457375,0.147937652,0.032423656,0.16070141,0.079479907
"Okmulgee County, Oklahoma",ok,39446,25075,3239,106,1453,9573,0.635679156,0.082112255,0.002687218,0.036835167,0.242686204
"Osage County, Oklahoma",ok,48054,30896,5476,119,1534,10029,0.642943355,0.113955134,0.002476381,0.031922421,0.208702709
"Ottawa County, Oklahoma",ok,32085,21262,307,234,1639,8643,0.662677264,0.009568334,0.007293128,0.051083061,0.269378214
"Pawnee County, Oklahoma",ok,16499,12849,183,66,452,2949,0.778774471,0.011091581,0.004000242,0.0273956,0.178738105
"Payne County, Oklahoma",ok,79423,61804,2959,3323,3463,7874,0.778162497,0.03725621,0.041839266,0.043601979,0.099140048
"Pittsburg County, Oklahoma",ok,44961,31659,1506,209,2028,9559,0.704143591,0.033495696,0.004648473,0.045105758,0.212606481
"Pontotoc County, Oklahoma",ok,38055,25731,895,345,1775,9309,0.676152937,0.023518592,0.009065826,0.046643017,0.244619629
"Pottawatomie County, Oklahoma",ok,71136,52293,2032,439,3367,13005,0.735113023,0.028565002,0.006171278,0.047331871,0.182818826
"Pushmataha County, Oklahoma",ok,11226,8205,135,48,359,2479,0.730892571,0.012025655,0.004275788,0.031979334,0.220826652
"Roger Mills County, Oklahoma",ok,3780,3210,4,1,246,319,0.849206349,0.001058201,0.00026455,0.065079365,0.084391534
"Rogers County, Oklahoma",ok,89190,65064,968,865,3680,18613,0.729498823,0.010853235,0.009698397,0.041260231,0.208689315
"Seminole County, Oklahoma",ok,25481,16757,1272,49,1127,6276,0.657627252,0.049919548,0.001923001,0.044229033,0.246301166
"Sequoyah County, Oklahoma",ok,41464,26709,851,298,1552,12054,0.644149141,0.020523828,0.007186957,0.03743006,0.290710014
"Stephens County, Oklahoma",ok,44806,36451,929,232,3063,4131,0.813529438,0.02073383,0.005177878,0.06836138,0.092197474
"Texas County, Oklahoma",ok,21588,10304,503,816,9759,206,0.477302205,0.023299981,0.037798777,0.452056698,0.009542338
"Tillman County, Oklahoma",ok,7715,4796,614,18,1885,402,0.621646144,0.079585224,0.002333117,0.244329229,0.052106286
"Tulsa County, Oklahoma",ok,623335,398866,62873,16624,72657,72315,0.639890268,0.100865506,0.026669447,0.11656172,0.116013059
"Wagoner County, Oklahoma",ok,75391,54776,2681,949,4067,12918,0.726558873,0.035561274,0.012587709,0.053945431,0.171346712
"Washington County, Oklahoma",ok,51760,38431,1332,888,2864,8245,0.742484544,0.025734158,0.017156105,0.055332303,0.15929289
"Washita County, Oklahoma",ok,11649,9823,6,19,1069,732,0.843248347,0.000515066,0.001631041,0.091767534,0.062838012
