DemVotes,RepVotes,TotalVotes,DemVotesTotalPercent,RepVotesTotalPercent,Area,Office,State
2279,8209,10912,20.8852639,75.2291056,SHELBY,President,Illinois
60180,53479,119201,50.4861536,44.8645565,ST. CLAIR,President,Illinois
748,1777,2707,27.632065,65.644625,STARK,President,Illinois
7531,10845,19525,38.5710627,55.5441741,STEPHENSON,President,Illinois
20568,38620,63347,32.4687831,60.9657916,TAZEWELL,President,Illinois
2389,5780,8514,28.0596664,67.8881842,UNION,President,Illinois
9876,18582,29799,33.1420517,62.3577972,VERMILION,President,Illinois
1146,4039,5402,21.2143651,74.7686042,WABASH,President,Illinois
2983,4267,7700,38.7402597,55.4155844,WARREN,President,Illinois
1446,5566,7376,19.6041215,75.4609544,WASHINGTON,President,Illinois
1048,6963,8256,12.6937984,84.3386628,WAYNE,President,Illinois
1412,5639,7289,19.3716559,77.36315,WHITE,President,Illinois
11005,12597,25210,43.6533122,49.9682666,WHITESIDE,President,Illinois
146230,129726,291010,50.2491323,44.5778496,WILL,President,Illinois
8539,21503,31422,27.1752275,68.4329451,WILLIAMSON,President,Illinois
52595,53922,113027,46.5331293,47.707185,WINNEBAGO,President,Illinois
5068,13180,19389,26.1385322,67.9766878,WOODFORD,President,Illinois
2802,9642,13039,21.489378,73.9473886,ADAMS,President,Indiana
55222,83801,145787,37.8785488,57.4818056,ALLEN,President,Indiana
9841,20637,32389,30.3837723,63.7160764,BARTHOLOMEW,President,Indiana
860,2579,3654,23.5358511,70.5801861,BENTON,President,Indiana
1243,3349,4822,25.7776856,69.4525093,BLACKFORD,President,Indiana
10181,19654,32061,31.7550919,61.3018933,BOONE,President,Indiana
2518,5015,7908,31.8411735,63.4167931,BROWN,President,Indiana
1891,6273,8609,21.9653851,72.8656058,CARROLL,President,Indiana
3758,9697,14135,26.5864874,68.6027591,CASS,President,Indiana
18791,30012,51104,36.7701158,58.7273012,CLARK,President,Indiana
2306,8528,11259,20.4813927,75.7438494,CLAY,President,Indiana
2819,8530,11896,23.697041,71.7047747,CLINTON,President,Indiana
1323,3013,4591,28.8172511,65.6284034,CRAWFORD,President,Indiana
1800,8545,10736,16.7660209,79.5920268,DAVIESS,President,Indiana
4883,18110,23910,20.4224174,75.7423672,DEARBORN,President,Indiana
2121,8488,11095,19.1167192,76.5029292,DECATUR,President,Indiana
3941,12054,16816,23.4360133,71.6817317,DEKALB,President,Indiana
18100,24217,44699,40.4930759,54.1779458,DELAWARE,President,Indiana
5389,13365,19917,27.0572877,67.1034794,DUBOIS,President,Indiana
20667,41810,65187,31.7041741,64.1385552,ELKHART,President,Indiana
2252,6839,9530,23.6306401,71.7628541,FAYETTE,President,Indiana
13939,21427,37225,37.4452653,57.560779,FLOYD,President,Indiana
1476,5661,7474,19.7484613,75.7425743,FOUNTAIN,President,Indiana
1967,8665,10990,17.8980892,78.844404,FRANKLIN,President,Indiana
1960,6010,8374,23.4057798,71.7697636,FULTON,President,Indiana
3720,11079,15472,24.0434333,71.6067735,GIBSON,President,Indiana
7029,17009,25239,27.8497563,67.391735,GRANT,President,Indiana
2929,10275,13763,21.2816973,74.6566882,GREENE,President,Indiana
57214,87299,153630,37.2414242,56.824188,HAMILTON,President,Indiana
8901,25050,36027,24.7064701,69.5311849,HANCOCK,President,Indiana
4776,12993,18528,25.7772021,70.1262953,HARRISON,President,Indiana
22595,48326,75258,30.0233862,64.2137713,HENDRICKS,President,Indiana
5124,13895,20075,25.5242839,69.2154421,HENRY,President,Indiana
11215,23675,36754,30.5136856,64.4147576,HOWARD,President,Indiana
3506,11649,15974,21.9481658,72.9247527,HUNTINGTON,President,Indiana
3843,12857,17532,21.9199179,73.3344741,JACKSON,President,Indiana
3329,9382,13331,24.9718701,70.377316,JASPER,President,Indiana
1889,5697,7962,23.7251947,71.5523738,JAY,President,Indiana
4325,8538,13461,32.1298566,63.42768,JEFFERSON,President,Indiana
2364,8222,11115,21.268556,73.9721098,JENNINGS,President,Indiana
17318,45456,66229,26.148666,68.6345861,JOHNSON,President,Indiana
3772,11077,15483,24.3622037,71.5429826,KNOX,President,Indiana
6311,23909,31907,19.7793588,74.9334002,KOSCIUSKO,President,Indiana
2080,7025,9552,21.7755444,73.5448074,LAGRANGE,President,Indiana
116896,75565,200247,58.3759058,37.7358962,LAKE,President,Indiana
19795,22678,44994,43.9947549,50.4022759,LAPORTE,President,Indiana
4210,14034,19076,22.0696163,73.5688824,LAWRENCE,President,Indiana
18595,32376,53660,34.6533731,60.3354454,MADISON,President,Indiana
212676,130228,361070,58.901598,36.0672446,MARION,President,Indiana
4798,12286,18008,26.6437139,68.2252332,MARSHALL,President,Indiana
881,3695,4807,18.3274392,76.8670689,MARTIN,President,Indiana
2766,9975,13440,20.5803571,74.21875,MIAMI,President,Indiana
34183,20527,57623,59.3217986,35.6229283,MONROE,President,Indiana
3362,11051,15101,22.2634263,73.1805841,MONTGOMERY,President,Indiana
6037,23671,31180,19.3617704,75.9172547,MORGAN,President,Indiana
1403,4074,5791,24.2272492,70.3505439,NEWTON,President,Indiana
3904,12198,16890,23.1142688,72.2202487,NOBLE,President,Indiana
686,2118,2917,23.5173123,72.6088447,OHIO,President,Indiana
2048,5800,8189,25.0091586,70.8267188,ORANGE,President,Indiana
1946,6151,8520,22.8403756,72.1948357,OWEN,President,Indiana
1441,4863,6576,21.913017,73.9507299,PARKE,President,Indiana
3062,4556,8025,38.1557632,56.7725857,PERRY,President,Indiana
1297,4398,5977,21.6998494,73.5820646,PIKE,President,Indiana
33531,38719,76492,43.8359567,50.6183653,PORTER,President,Indiana
3515,8393,12448,28.2374679,67.4244859,POSEY,President,Indiana
1327,3854,5437,24.406842,70.8846791,PULASKI,President,Indiana
3356,10637,14680,22.8610354,72.4591281,PUTNAM,President,Indiana
2446,7515,10456,23.393267,71.872609,RANDOLPH,President,Indiana
2471,9806,12790,19.3197811,76.6692729,RIPLEY,President,Indiana
1525,5292,7214,21.1394511,73.3573607,RUSH,President,Indiana
2642,6074,9060,29.1611479,67.0419426,SCOTT,President,Indiana
4247,12718,17935,23.6799554,70.9116253,SHELBY,President,Indiana
2861,6572,9959,28.7277839,65.9905613,SPENCER,President,Indiana
52247,52019,109452,47.7350802,47.5267697,ST. JOSEPH,President,Indiana
2489,6367,9226,26.9781054,69.0114893,STARKE,President,Indiana
3741,10127,14530,25.7467309,69.6971783,STEUBEN,President,Indiana
2113,6138,8559,24.6874635,71.7139853,SULLIVAN,President,Indiana
930,2558,3639,25.5564716,70.2940368,SWITZERLAND,President,Indiana
27207,30711,61916,43.9417921,49.6010724,TIPPECANOE,President,Indiana
1587,5589,7510,21.1318242,74.4207723,TIPTON,President,Indiana
715,2445,3286,21.7589775,74.4065733,UNION,President,Indiana
28296,40422,71957,39.3234849,56.1752158,VANDERBURGH,President,Indiana
2081,4511,6913,30.102705,65.2538695,VERMILLION,President,Indiana
15922,21924,39569,40.2385706,55.4070105,VIGO,President,Indiana
3018,9819,13415,22.4972046,73.1941856,WABASH,President,Indiana
839,2896,3919,21.4085226,73.8964021,WARREN,President,Indiana
9086,19133,29609,30.6866156,64.6188659,WARRICK,President,Indiana
2636,8206,11333,23.2595076,72.408012,WASHINGTON,President,Indiana
8322,16028,25575,32.5395894,62.6705767,WAYNE,President,Indiana
2585,9999,13123,19.6982397,76.1944677,WELLS,President,Indiana
2563,6813,9902,25.8836599,68.804282,WHITE,President,Indiana
3379,11357,15535,21.7508851,73.1058899,WHITLEY,President,Indiana
1398,3575,5314,26.307866,67.2751223,ALLEN,President,Kansas
665,2386,3277,20.2929509,72.8104974,ANDERSON,President,Kansas
1946,3977,6393,30.4395433,62.2086657,ATCHISON,President,Kansas
281,1822,2209,12.7206881,82.4807605,BARBER,President,Kansas
1823,7766,10088,18.0709754,76.9825535,BARTON,President,Kansas
1306,4314,5918,22.0682663,72.8962487,BOURBON,President,Kansas
850,2861,3960,21.4646465,72.2474747,BROWN,President,Kansas
6489,18781,27051,23.9880226,69.4281173,BUTLER,President,Kansas
313,964,1342,23.3233979,71.8330849,CHASE,President,Kansas
236,1552,1845,12.7913279,84.1192412,CHAUTAUQUA,President,Kansas
1959,6017,8386,23.3603625,71.7505366,CHEROKEE,President,Kansas
188,1172,1409,13.3427963,83.17956,CHEYENNE,President,Kansas
118,813,983,12.0040692,82.706002,CLARK,President,Kansas
665,2831,3727,17.842769,75.9592165,CLAY,President,Kansas
744,2856,3831,19.4205168,74.5497259,CLOUD,President,Kansas
719,2990,3962,18.1474003,75.4669359,COFFEY,President,Kansas
102,705,857,11.9019837,82.2637106,COMANCHE,President,Kansas
3436,8016,12171,28.231041,65.861474,COWLEY,President,Kansas
5064,8394,14404,35.1569009,58.275479,CRAWFORD,President,Kansas
178,1220,1460,12.1917808,83.5616438,DECATUR,President,Kansas
1582,5905,8008,19.7552448,73.7387612,DICKINSON,President,Kansas
584,2601,3366,17.3499703,77.2727273,DONIPHAN,President,Kansas
30089,14308,48231,62.3851879,29.6655678,DOUGLAS,President,Kansas
208,1033,1308,15.9021407,78.9755352,EDWARDS,President,Kansas
160,1048,1259,12.7084988,83.2406672,ELK,President,Kansas
2669,8311,11660,22.890223,71.2778731,ELLIS,President,Kansas
515,1933,2626,19.6115765,73.6100533,ELLSWORTH,President,Kansas
3006,6155,9731,30.890967,63.2514644,FINNEY,President,Kansas
2032,4994,7425,27.3670034,67.2592593,FORD,President,Kansas
2829,7025,10658,26.5434415,65.9129293,FRANKLIN,President,Kansas
2569,4116,7129,36.0359097,57.7360079,GEARY,President,Kansas
149,1127,1328,11.2198795,84.8644578,GOVE,President,Kansas
185,1013,1265,14.6245059,80.0790514,GRAHAM,President,Kansas
427,1755,2311,18.4768498,75.941151,GRANT,President,Kansas
257,1651,2011,12.7797116,82.0984585,GRAY,President,Kansas
83,523,639,12.9890454,81.8466354,GREELEY,President,Kansas
484,2146,2811,17.2180719,76.3429385,GREENWOOD,President,Kansas
114,690,847,13.459268,81.4639906,HAMILTON,President,Kansas
388,1950,2513,15.4397135,77.5964982,HARPER,President,Kansas
5006,8503,14540,34.4291609,58.480055,HARVEY,President,Kansas
228,1011,1300,17.5384615,77.7692308,HASKELL,President,Kansas
124,845,1006,12.3260437,83.9960239,HODGEMAN,President,Kansas
1489,3888,5727,25.9996508,67.8889471,JACKSON,President,Kansas
2483,5112,8151,30.4625199,62.7162311,JEFFERSON,President,Kansas
180,1204,1483,12.137559,81.1867835,JEWELL,President,Kansas
126324,133907,279753,45.1555479,47.8661534,JOHNSON,President,Kansas
224,1048,1325,16.9056604,79.0943396,KEARNY,President,Kansas
594,2507,3281,18.1042365,76.4096312,KINGMAN,President,Kansas
111,855,1023,10.8504399,83.5777126,KIOWA,President,Kansas
2234,5232,7919,28.2106327,66.0689481,LABETTE,President,Kansas
104,684,831,12.5150421,82.3104693,LANE,President,Kansas
10064,17387,29676,33.9129263,58.5894325,LEAVENWORTH,President,Kansas
214,1168,1448,14.7790055,80.6629834,LINCOLN,President,Kansas
721,3377,4279,16.8497312,78.9203085,LINN,President,Kansas
149,1124,1348,11.0534125,83.3827893,LOGAN,President,Kansas
4456,6354,11745,37.9395487,54.0996169,LYON,President,Kansas
1177,3928,5465,21.537054,71.8755718,MARION,President,Kansas
1060,3250,4578,23.1542158,70.9916994,MARSHALL,President,Kansas
3183,8407,12443,25.5806478,67.5640923,MCPHERSON,President,Kansas
206,1390,1675,12.2985075,82.9850746,MEADE,President,Kansas
3949,9839,14712,26.8420337,66.877379,MIAMI,President,Kansas
469,2216,2824,16.6076487,78.470255,MITCHELL,President,Kansas
2557,8466,11623,21.9994838,72.8383378,MONTGOMERY,President,Kansas
586,1790,2568,22.8193146,69.7040498,MORRIS,President,Kansas
145,970,1160,12.5,83.6206897,MORTON,President,Kansas
714,4066,5025,14.2089552,80.9154229,NEMAHA,President,Kansas
1464,4340,6151,23.801008,70.5576329,NEOSHO,President,Kansas
160,1216,1435,11.1498258,84.738676,NESS,President,Kansas
277,1808,2190,12.6484018,82.5570776,NORTON,President,Kansas
1730,4713,6894,25.0942849,68.3637946,OSAGE,President,Kansas
231,1437,1753,13.1774102,81.9737593,OSBORNE,President,Kansas
424,2261,2866,14.7941382,78.8904396,OTTAWA,President,Kansas
567,1872,2602,21.7909301,71.944658,PAWNEE,President,Kansas
296,2200,2611,11.3366526,84.2589046,PHILLIPS,President,Kansas
2191,7451,10359,21.1506902,71.9277923,POTTAWATOMIE,President,Kansas
769,2824,3806,20.2049396,74.1986337,PRATT,President,Kansas
160,1209,1448,11.0497238,83.4944751,RAWLINS,President,Kansas
6670,15100,23448,28.4459229,64.3978164,RENO,President,Kansas
370,1993,2484,14.8953301,80.2334944,REPUBLIC,President,Kansas
668,2652,3567,18.7272218,74.3481918,RICE,President,Kansas
8892,9817,20475,43.4285714,47.9462759,RILEY,President,Kansas
273,1999,2378,11.4802355,84.0622372,ROOKS,President,Kansas
227,1177,1474,15.4002714,79.8507463,RUSH,President,Kansas
454,2544,3148,14.4218551,80.8132147,RUSSELL,President,Kansas
6084,13367,21206,28.6899934,63.034047,SALINE,President,Kansas
232,1832,2159,10.7457156,84.8540991,SCOTT,President,Kansas
66716,101319,180750,36.9106501,56.0547718,SEDGWICK,President,Kansas
1491,3025,4743,31.4358001,63.7781995,SEWARD,President,Kansas
33270,35349,73648,45.1743428,47.9972301,SHAWNEE,President,Kansas
126,1186,1362,9.2511013,87.0778267,SHERIDAN,President,Kansas
340,2043,2537,13.4016555,80.5281829,SHERMAN,President,Kansas
295,1635,2014,14.6474677,81.1817279,SMITH,President,Kansas
303,1485,1884,16.0828025,78.8216561,STAFFORD,President,Kansas
132,580,742,17.7897574,78.1671159,STANTON,President,Kansas
215,1564,1853,11.6028063,84.4036697,STEVENS,President,Kansas
2039,6844,9494,21.4767221,72.0876343,SUMNER,President,Kansas
467,2832,3483,13.4079816,81.3092162,THOMAS,President,Kansas
193,1211,1459,13.2282385,83.0020562,TREGO,President,Kansas
773,2358,3340,23.1437126,70.5988024,WABAUNSEE,President,Kansas
45,711,779,5.7766367,91.2708601,WALLACE,President,Kansas
378,2136,2677,14.1202839,79.7908106,WASHINGTON,President,Kansas
139,765,934,14.882227,81.9057816,WICHITA,President,Kansas
550,2747,3482,15.7955198,78.8914417,WILSON,President,Kansas
270,1063,1420,19.0140845,74.8591549,WOODSON,President,Kansas
29346,15520,47467,61.824004,32.6963996,WYANDOTTE,President,Kansas
1323,6637,8228,16.0792416,80.6635877,ADAIR,President,Kentucky
1349,6466,8085,16.6852195,79.9752628,ALLEN,President,Kentucky
2634,8242,11414,23.0769231,72.2095672,ANDERSON,President,Kentucky
816,3161,4097,19.9170124,77.1540151,BALLARD,President,Kentucky
4275,13483,18473,23.1418827,72.9876035,BARREN,President,Kentucky
1361,3082,4577,29.7356347,67.3366834,BATH,President,Kentucky
1720,7764,9714,17.7064031,79.9258802,BELL,President,Kentucky
15026,39082,57550,26.10947,67.9096438,BOONE,President,Kentucky
2791,5569,8791,31.748379,63.3488795,BOURBON,President,Kentucky
6021,13591,20443,29.4526244,66.4824145,BOYD,President,Kentucky
4281,8040,12928,33.1141708,62.1905941,BOYLE,President,Kentucky
705,2711,3522,20.0170358,76.9733106,BRACKEN,President,Kentucky
1537,3991,5728,26.8331006,69.6752793,BREATHITT,President,Kentucky
1960,6484,8765,22.3616657,73.9760411,BRECKINRIDGE,President,Kentucky
8255,26210,36036,22.9076479,72.7328227,BULLITT,President,Kentucky
947,4428,5575,16.9865471,79.426009,BUTLER,President,Kentucky
1260,4507,5972,21.0984595,75.4688547,CALDWELL,President,Kentucky
4749,10367,16039,29.6090779,64.6361993,CALLOWAY,President,Kentucky
14658,25050,42471,34.5129618,58.9814226,CAMPBELL,President,Kentucky
432,2094,2599,16.6217776,80.5694498,CARLISLE,President,Kentucky
1106,2588,3851,28.719813,67.2033238,CARROLL,President,Kentucky
2276,7587,10267,22.1681114,73.8969514,CARTER,President,Kentucky
767,5482,6438,11.9136378,85.1506679,CASEY,President,Kentucky
7188,14108,22069,32.5705741,63.9267751,CHRISTIAN,President,Kentucky
4706,10710,16193,29.0619403,66.13969,CLARK,President,Kentucky
752,5861,6762,11.1209701,86.6755398,CLAY,President,Kentucky
547,3809,4454,12.2810956,85.5186349,CLINTON,President,Kentucky
617,3290,4036,15.2874133,81.5163528,CRITTENDEN,President,Kentucky
459,2502,3061,14.9950996,81.7379941,CUMBERLAND,President,Kentucky
14163,28907,45752,30.9560238,63.1819374,DAVIESS,President,Kentucky
979,4135,5239,18.6867723,78.9272762,EDMONSON,President,Kentucky
740,2000,2847,25.9922726,70.2493853,ELLIOTT,President,Kentucky
1108,4236,5538,20.0072228,76.4897075,ESTILL,President,Kentucky
69776,56890,136112,51.2636652,41.7964617,FAYETTE,President,Kentucky
1348,4722,6250,21.568,75.552,FLEMING,President,Kentucky
4015,11993,16521,24.302403,72.5924581,FLOYD,President,Kentucky
10717,11819,23840,44.9538591,49.5763423,FRANKLIN,President,Kentucky
774,1549,2381,32.5073499,65.0566989,FULTON,President,Kentucky
749,2443,3334,22.4655069,73.2753449,GALLATIN,President,Kentucky
1453,5904,7613,19.0857743,77.5515565,GARRARD,President,Kentucky
1910,7268,9551,19.997906,76.0967438,GRANT,President,Kentucky
3308,12671,16582,19.9493427,76.4141841,GRAVES,President,Kentucky
1959,8219,10564,18.5441121,77.801969,GRAYSON,President,Kentucky
832,4372,5331,15.606828,82.0108798,GREEN,President,Kentucky
4146,11546,16265,25.4903166,70.9867814,GREENUP,President,Kentucky
1244,2788,4292,28.9841566,64.9580615,HANCOCK,President,Kentucky
13944,26970,43113,32.3429128,62.5565375,HARDIN,President,Kentucky
1372,9129,10744,12.7699181,84.9683544,HARLAN,President,Kentucky
2031,5435,7774,26.1255467,69.9125289,HARRISON,President,Kentucky
1730,5320,7261,23.8259193,73.2681449,HART,President,Kentucky
6707,12159,19692,34.0595166,61.7458867,HENDERSON,President,Kentucky
1828,4944,7142,25.5950714,69.2243069,HENRY,President,Kentucky
449,1657,2157,20.8159481,76.8196569,HICKMAN,President,Kentucky
4310,15277,20325,21.2054121,75.1635916,HOPKINS,President,Kentucky
482,4889,5497,8.7684191,88.9394215,JACKSON,President,Kentucky
190824,143758,352778,54.0918084,40.7502735,JEFFERSON,President,Kentucky
6144,15474,23292,26.3781556,66.4348274,JESSAMINE,President,Kentucky
1250,8043,9560,13.0753138,84.1317992,JOHNSON,President,Kentucky
24213,42958,71905,33.6735971,59.7427161,KENTON,President,Kentucky
1245,4357,5756,21.6296039,75.694927,KNOTT,President,Kentucky
1761,9885,12001,14.6737772,82.368136,KNOX,President,Kentucky
1278,4799,6359,20.0974996,75.4678409,LARUE,President,Kentucky
3440,20592,24811,13.864818,82.9954456,LAUREL,President,Kentucky
1045,4816,6037,17.3099221,79.7747225,LAWRENCE,President,Kentucky
444,2151,2663,16.6729253,80.7735637,LEE,President,Kentucky
400,4015,4487,8.9146423,89.4807221,LESLIE,President,Kentucky
1542,7293,9131,16.887526,79.8707699,LETCHER,President,Kentucky
785,4363,5293,14.8309087,82.429624,LEWIS,President,Kentucky
1865,7338,9555,19.5185767,76.7974882,LINCOLN,President,Kentucky
887,3570,4642,19.108143,76.9065058,LIVINGSTON,President,Kentucky
2755,7778,10896,25.2845081,71.3839941,LOGAN,President,Kentucky
1045,2789,3959,26.3955544,70.4470826,LYON,President,Kentucky
11793,23431,37318,31.601372,62.7873948,MADISON,President,Kentucky
1172,3824,5113,22.9219636,74.7897516,MAGOFFIN,President,Kentucky
2679,5122,8108,33.0414406,63.1721756,MARION,President,Kentucky
3672,12322,16678,22.0170284,73.8817604,MARSHALL,President,Kentucky
363,3503,3951,9.1875475,88.6610985,MARTIN,President,Kentucky
1970,4944,7212,27.3155851,68.5524126,MASON,President,Kentucky
9134,20774,31284,29.1970336,66.4045518,MCCRACKEN,President,Kentucky
664,5012,5772,11.5038115,86.8329868,MCCREARY,President,Kentucky
988,3381,4565,21.6429354,74.0635268,MCLEAN,President,Kentucky
3026,8660,12223,24.7566064,70.8500368,MEADE,President,Kentucky
700,2010,2779,25.1889169,72.3281756,MENIFEE,President,Kentucky
2395,7740,10579,22.6391908,73.1638151,MERCER,President,Kentucky
976,3491,4616,21.1438475,75.6282496,METCALFE,President,Kentucky
601,4278,4991,12.041675,85.7142857,MONROE,President,Kentucky
3158,7856,11437,27.612136,68.6893416,MONTGOMERY,President,Kentucky
1006,3628,4766,21.1078473,76.1225346,MORGAN,President,Kentucky
3272,9393,13046,25.0804844,71.9990802,MUHLENBERG,President,Kentucky
6434,13430,20761,30.9908001,64.6885988,NELSON,President,Kentucky
787,1957,2837,27.740571,68.9813183,NICHOLAS,President,Kentucky
2080,7942,10398,20.0038469,76.3800731,OHIO,President,Kentucky
10268,20469,32838,31.2686522,62.3332724,OLDHAM,President,Kentucky
1062,3745,4997,21.2527517,74.944967,OWEN,President,Kentucky
256,1474,1757,14.5702903,83.8929994,OWSLEY,President,Kentucky
1164,4604,6006,19.3806194,76.6566767,PENDLETON,President,Kentucky
2136,8158,10566,20.2157865,77.2099186,PERRY,President,Kentucky
4277,19740,24637,17.3600682,80.1233916,PIKE,President,Kentucky
1272,3513,4952,25.6865913,70.9410339,POWELL,President,Kentucky
4208,22900,28015,15.0205247,81.741924,PULASKI,President,Kentucky
222,759,1013,21.9151037,74.9259625,ROBERTSON,President,Kentucky
915,5609,6686,13.6853126,83.891714,ROCKCASTLE,President,Kentucky
3295,5174,8829,37.3201948,58.6023332,ROWAN,President,Kentucky
1093,6863,8171,13.3765757,83.9921674,RUSSELL,President,Kentucky
7713,15052,24159,31.9259903,62.3039033,SCOTT,President,Kentucky
6276,13196,20563,30.5208384,64.1735155,SHELBY,President,Kentucky
2144,5077,7524,28.4954811,67.4774056,SIMPSON,President,Kentucky
1921,7196,9509,20.201914,75.6756757,SPENCER,President,Kentucky
2553,8320,11301,22.5909212,73.6218034,TAYLOR,President,Kentucky
1042,3612,4771,21.8402851,75.7073989,TODD,President,Kentucky
1587,4928,6740,23.5459941,73.115727,TRIGG,President,Kentucky
879,2771,3786,23.2171157,73.1907026,TRIMBLE,President,Kentucky
1331,4701,6209,21.4366243,75.7126751,UNION,President,Kentucky
16966,28673,48416,35.0421348,59.222158,WARREN,President,Kentucky
1420,4013,5621,25.2624088,71.3929906,WASHINGTON,President,Kentucky
1431,6370,7988,17.9143716,79.7446169,WAYNE,President,Kentucky
1240,4397,5804,21.3645762,75.7580979,WEBSTER,President,Kentucky
2067,11312,13765,15.0163458,82.1794406,WHITLEY,President,Kentucky
753,1804,2634,28.5876993,68.4889901,WOLFE,President,Kentucky
4958,7697,13547,36.5985089,56.8170075,WOODFORD,President,Kentucky
5638,21159,27386,20.5871613,77.2621047,ACADIA PARISH,President,Louisiana
2106,6867,9245,22.779881,74.2779881,ALLEN PARISH,President,Louisiana
16471,36135,54663,30.1318991,66.1050436,ASCENSION PARISH,President,Louisiana
3931,6714,10904,36.0509905,61.5737344,ASSUMPTION PARISH,President,Louisiana
5032,11163,16581,30.3479887,67.3240456,AVOYELLES PARISH,President,Louisiana
2393,12238,15078,15.8708051,81.1646107,BEAUREGARD PARISH,President,Louisiana
3129,3756,7005,44.6680942,53.6188437,BIENVILLE PARISH,President,Louisiana
12638,35451,49818,25.3683408,71.1610261,BOSSIER PARISH,President,Louisiana
53448,48977,105737,50.5480579,46.3196421,CADDO PARISH,President,Louisiana
26293,54182,83773,31.3860074,64.6771633,CALCASIEU PARISH,President,Louisiana
788,3822,4692,16.7945439,81.4578005,CALDWELL PARISH,President,Louisiana
323,3256,3692,8.7486457,88.1906826,CAMERON PARISH,President,Louisiana
1322,3479,4856,27.2240527,71.6433278,CATAHOULA PARISH,President,Louisiana
2717,3585,6421,42.3142813,55.8324249,CLAIBORNE PARISH,President,Louisiana
3272,5474,8869,36.8925471,61.7205998,CONCORDIA PARISH,President,Louisiana
5163,8067,13497,38.2529451,59.7688375,DE SOTO PARISH,President,Louisiana
102711,84620,196332,52.3149563,43.1004625,EAST BATON ROUGE PARISH,President,Louisiana
1838,1059,2939,62.5382783,36.0326642,EAST CARROLL PARISH,President,Louisiana
4235,5569,10042,42.1728739,55.4570803,EAST FELICIANA PARISH,President,Louisiana
4208,10357,14879,28.2814705,69.6081726,EVANGELINE PARISH,President,Louisiana
2506,6514,9162,27.3521065,71.0980135,FRANKLIN PARISH,President,Louisiana
1181,7406,8819,13.391541,83.9777753,GRANT PARISH,President,Louisiana
10698,20903,32454,32.9635792,64.4080853,IBERIA PARISH,President,Louisiana
8324,7320,16043,51.8855576,45.6273764,IBERVILLE PARISH,President,Louisiana
2139,5169,7464,28.6575563,69.2524116,JACKSON PARISH,President,Louisiana
73540,100292,181388,40.5429246,55.2914195,JEFFERSON PARISH,President,Louisiana
3080,10775,14277,21.5731596,75.4710373,JEFFERSON DAVIS PARISH,President,Louisiana
32726,68191,105599,30.9908238,64.5754221,LAFAYETTE PARISH,President,Louisiana
8423,31958,41644,20.2262031,76.7409471,LAFOURCHE PARISH,President,Louisiana
605,5835,6568,9.2113276,88.8398295,LA SALLE PARISH,President,Louisiana
7102,10761,18664,38.0518646,57.6564509,LINCOLN PARISH,President,Louisiana
6950,48797,57700,12.0450607,84.5701906,LIVINGSTON PARISH,President,Louisiana
2744,1927,4732,57.9881657,40.7227388,MADISON PARISH,President,Louisiana
5155,6502,11852,43.4947688,54.8599393,MOREHOUSE PARISH,President,Louisiana
7143,8965,16617,42.9860986,53.9507733,NATCHITOCHES PARISH,President,Louisiana
133833,24267,165619,80.8077576,14.6523044,ORLEANS PARISH,President,Louisiana
24420,41712,67987,35.9186315,61.3529057,OUACHITA PARISH,President,Louisiana
3347,6900,10572,31.6590995,65.2667423,PLAQUEMINES PARISH,President,Louisiana
4764,6789,11761,40.5067596,57.7246833,POINTE COUPEE PARISH,President,Louisiana
18318,36814,56838,32.2284387,64.7700482,RAPIDES PARISH,President,Louisiana
1938,2391,4422,43.8263229,54.0705563,RED RIVER PARISH,President,Louisiana
3157,6286,9596,32.8991246,65.506461,RICHLAND PARISH,President,Louisiana
1703,7877,9785,17.4041901,80.5007665,SABINE PARISH,President,Louisiana
4957,10232,15807,31.3595243,64.7308155,ST. BERNARD PARISH,President,Louisiana
8558,16620,26190,32.6765941,63.4593356,ST. CHARLES PARISH,President,Louisiana
3353,2497,5964,56.2206573,41.8678739,ST. HELENA PARISH,President,Louisiana
6418,5456,12085,53.1071576,45.1468763,ST. JAMES PARISH,President,Louisiana
12658,7569,20740,61.0318226,36.4946962,ST. JOHN THE BAPTIST PARISH,President,Louisiana
17208,21966,39970,43.0522892,54.9562172,ST. LANDRY PARISH,President,Louisiana
8266,16872,25749,32.1022176,65.5248748,ST. MARTIN PARISH,President,Louisiana
8050,14353,22871,35.1974116,62.756329,ST. MARY PARISH,President,Louisiana
27716,90914,124389,22.281713,73.0884564,ST. TAMMANY PARISH,President,Louisiana
16869,33933,52381,32.2044253,64.7811229,TANGIPAHOA PARISH,President,Louisiana
1329,1180,2543,52.2611089,46.4018875,TENSAS PARISH,President,Louisiana
10664,31900,43893,24.2954457,72.6767366,TERREBONNE PARISH,President,Louisiana
2691,7972,10894,24.7016706,73.1778961,UNION PARISH,President,Louisiana
4745,19807,25253,18.7898468,78.4342454,VERMILION PARISH,President,Louisiana
2665,13471,16633,16.0223652,80.989599,VERNON PARISH,President,Louisiana
5690,12552,18622,30.5552572,67.4041456,WASHINGTON PARISH,President,Louisiana
6259,11538,18140,34.5038589,63.6052922,WEBSTER PARISH,President,Louisiana
5382,6926,12710,42.3446105,54.4925256,WEST BATON ROUGE PARISH,President,Louisiana
715,3970,4759,15.0241647,83.4208867,WEST CARROLL PARISH,President,Louisiana
