"Office","State","RaceDate","CensusPop","Area","AreaType","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"Governor","Kentucky","20151103","N/A","LESLIE","County","1,654","Bevin, Matt G.","Challenger","431","Conway, Jack","Challenger","Independent","51","Curtis, Drew","Challenger","N/A","1,223","R",2.39,79.33,20.67,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LETCHER","County","2,360","Bevin, Matt G.","Challenger","1,775","Conway, Jack","Challenger","Independent","183","Curtis, Drew","Challenger","N/A","585","R",4.24,57.07,42.93,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LEWIS","County","1,833","Bevin, Matt G.","Challenger","584","Conway, Jack","Challenger","Independent","75","Curtis, Drew","Challenger","N/A","1,249","R",3.01,75.84,24.16,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LINCOLN","County","3,289","Bevin, Matt G.","Challenger","1,626","Conway, Jack","Challenger","Independent","195","Curtis, Drew","Challenger","N/A","1,663","R",3.82,66.92,33.08,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LIVINGSTON","County","1,340","Bevin, Matt G.","Challenger","927","Conway, Jack","Challenger","Independent","64","Curtis, Drew","Challenger","N/A","413","R",2.75,59.11,40.89,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LOGAN","County","2,345","Bevin, Matt G.","Challenger","1,565","Conway, Jack","Challenger","Independent","99","Curtis, Drew","Challenger","N/A","780","R",2.47,59.97,40.03,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","LYON","County","1,208","Bevin, Matt G.","Challenger","1,043","Conway, Jack","Challenger","Independent","58","Curtis, Drew","Challenger","N/A","165","R",2.51,53.67,46.33,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MADISON","County","10,268","Bevin, Matt G.","Challenger","7,348","Conway, Jack","Challenger","Independent","764","Curtis, Drew","Challenger","14","2,920","R",4.15,58.29,41.71,"The other vote was: Whyte, Blackii Effing (Write-in) 13; Gatewood, Gatewood B. (Write-in) 1",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 13; Gatewood, Gatewood B. (Write-in) 1"
"Governor","Kentucky","20151103","N/A","MAGOFFIN","County","1,229","Bevin, Matt G.","Challenger","987","Conway, Jack","Challenger","Independent","66","Curtis, Drew","Challenger","N/A","242","R",2.89,55.46,44.54,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MARION","County","1,591","Bevin, Matt G.","Challenger","2,132","Conway, Jack","Challenger","Independent","139","Curtis, Drew","Challenger","1","541","D",3.6,42.73,57.27,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1"
"Governor","Kentucky","20151103","N/A","MARSHALL","County","5,969","Bevin, Matt G.","Challenger","4,830","Conway, Jack","Challenger","Independent","409","Curtis, Drew","Challenger","2","1,139","R",3.65,55.27,44.73,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MARTIN","County","1,268","Bevin, Matt G.","Challenger","419","Conway, Jack","Challenger","Independent","44","Curtis, Drew","Challenger","N/A","849","R",2.54,75.16,24.84,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MASON","County","1,792","Bevin, Matt G.","Challenger","1,531","Conway, Jack","Challenger","Independent","95","Curtis, Drew","Challenger","N/A","261","R",2.78,53.93,46.07,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MCCRACKEN","County","9,028","Bevin, Matt G.","Challenger","6,031","Conway, Jack","Challenger","Independent","394","Curtis, Drew","Challenger","N/A","2,997","R",2.55,59.95,40.05,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MCCREARY","County","1,362","Bevin, Matt G.","Challenger","648","Conway, Jack","Challenger","Independent","72","Curtis, Drew","Challenger","1","714","R",3.46,67.76,32.24,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MCLEAN","County","1,364","Bevin, Matt G.","Challenger","984","Conway, Jack","Challenger","Independent","63","Curtis, Drew","Challenger","N/A","380","R",2.61,58.09,41.91,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MEADE","County","3,310","Bevin, Matt G.","Challenger","2,838","Conway, Jack","Challenger","Independent","296","Curtis, Drew","Challenger","N/A","472","R",4.59,53.84,46.16,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MENIFEE","County","1,160","Bevin, Matt G.","Challenger","897","Conway, Jack","Challenger","Independent","107","Curtis, Drew","Challenger","N/A","263","R",4.94,56.39,43.61,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MERCER","County","3,517","Bevin, Matt G.","Challenger","2,054","Conway, Jack","Challenger","Independent","269","Curtis, Drew","Challenger","N/A","1,463","R",4.61,63.13,36.87,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","METCALFE","County","1,344","Bevin, Matt G.","Challenger","888","Conway, Jack","Challenger","Independent","95","Curtis, Drew","Challenger","N/A","456","R",4.08,60.22,39.78,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MONROE","County","1,642","Bevin, Matt G.","Challenger","721","Conway, Jack","Challenger","Independent","76","Curtis, Drew","Challenger","N/A","921","R",3.12,69.49,30.51,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MONTGOMERY","County","3,271","Bevin, Matt G.","Challenger","2,479","Conway, Jack","Challenger","Independent","240","Curtis, Drew","Challenger","N/A","792","R",4.01,56.89,43.11,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MORGAN","County","1,355","Bevin, Matt G.","Challenger","1,009","Conway, Jack","Challenger","Independent","103","Curtis, Drew","Challenger","N/A","346","R",4.18,57.32,42.68,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","MUHLENBERG","County","3,613","Bevin, Matt G.","Challenger","3,453","Conway, Jack","Challenger","Independent","262","Curtis, Drew","Challenger","N/A","160","R",3.58,51.13,48.87,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","NELSON","County","4,902","Bevin, Matt G.","Challenger","4,880","Conway, Jack","Challenger","Independent","356","Curtis, Drew","Challenger","4","22","R",3.51,50.11,49.89,"The other vote was: Whyte, Blackii Effing (Write-in) 4; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 4; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","NICHOLAS","County","563","Bevin, Matt G.","Challenger","857","Conway, Jack","Challenger","Independent","54","Curtis, Drew","Challenger","N/A","294","D",3.66,39.65,60.35,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","OHIO","County","3,115","Bevin, Matt G.","Challenger","2,000","Conway, Jack","Challenger","Independent","128","Curtis, Drew","Challenger","1","1,115","R",2.44,60.9,39.1,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","OLDHAM","County","10,896","Bevin, Matt G.","Challenger","6,403","Conway, Jack","Challenger","Independent","699","Curtis, Drew","Challenger","N/A","4,493","R",3.88,62.99,37.01,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","OWEN","County","1,444","Bevin, Matt G.","Challenger","1,000","Conway, Jack","Challenger","Independent","130","Curtis, Drew","Challenger","N/A","444","R",5.05,59.08,40.92,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","OWSLEY","County","580","Bevin, Matt G.","Challenger","220","Conway, Jack","Challenger","Independent","23","Curtis, Drew","Challenger","2","360","R",2.79,72.5,27.5,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","PENDLETON","County","1,567","Bevin, Matt G.","Challenger","936","Conway, Jack","Challenger","Independent","112","Curtis, Drew","Challenger","N/A","631","R",4.28,62.6,37.4,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","PERRY","County","3,276","Bevin, Matt G.","Challenger","1,857","Conway, Jack","Challenger","Independent","151","Curtis, Drew","Challenger","N/A","1,419","R",2.86,63.82,36.18,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","PIKE","County","6,146","Bevin, Matt G.","Challenger","4,741","Conway, Jack","Challenger","Independent","336","Curtis, Drew","Challenger","1","1,405","R",2.99,56.45,43.55,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","POWELL","County","1,335","Bevin, Matt G.","Challenger","1,110","Conway, Jack","Challenger","Independent","99","Curtis, Drew","Challenger","N/A","225","R",3.89,54.6,45.4,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","PULASKI","County","10,623","Bevin, Matt G.","Challenger","3,664","Conway, Jack","Challenger","Independent","467","Curtis, Drew","Challenger","9","6,959","R",3.16,74.35,25.65,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 9",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 9"
"Governor","Kentucky","20151103","N/A","ROBERTSON","County","247","Bevin, Matt G.","Challenger","202","Conway, Jack","Challenger","Independent","16","Curtis, Drew","Challenger","N/A","45","R",3.44,55.01,44.99,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","ROCKCASTLE","County","2,536","Bevin, Matt G.","Challenger","744","Conway, Jack","Challenger","Independent","132","Curtis, Drew","Challenger","3","1,792","R",3.87,77.32,22.68,"The other vote was: Whyte, Blackii Effing (Write-in) 3; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 3; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","ROWAN","County","2,179","Bevin, Matt G.","Challenger","2,321","Conway, Jack","Challenger","Independent","169","Curtis, Drew","Challenger","N/A","142","D",3.62,48.42,51.58,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","RUSSELL","County","3,312","Bevin, Matt G.","Challenger","1,144","Conway, Jack","Challenger","Independent","139","Curtis, Drew","Challenger","N/A","2,168","R",3.03,74.33,25.67,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","SCOTT","County","6,165","Bevin, Matt G.","Challenger","5,232","Conway, Jack","Challenger","Independent","617","Curtis, Drew","Challenger","N/A","933","R",5.14,54.09,45.91,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","SHELBY","County","6,573","Bevin, Matt G.","Challenger","4,575","Conway, Jack","Challenger","Independent","436","Curtis, Drew","Challenger","2","1,998","R",3.76,58.96,41.04,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 2; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","SIMPSON","County","1,652","Bevin, Matt G.","Challenger","1,059","Conway, Jack","Challenger","Independent","62","Curtis, Drew","Challenger","N/A","593","R",2.24,60.94,39.06,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","SPENCER","County","3,169","Bevin, Matt G.","Challenger","1,705","Conway, Jack","Challenger","Independent","169","Curtis, Drew","Challenger","N/A","1,464","R",3.35,65.02,34.98,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","TAYLOR","County","3,852","Bevin, Matt G.","Challenger","2,260","Conway, Jack","Challenger","Independent","174","Curtis, Drew","Challenger","N/A","1,592","R",2.77,63.02,36.98,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","TODD","County","903","Bevin, Matt G.","Challenger","503","Conway, Jack","Challenger","Independent","45","Curtis, Drew","Challenger","N/A","400","R",3.1,64.22,35.78,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","TRIGG","County","1,746","Bevin, Matt G.","Challenger","1,342","Conway, Jack","Challenger","Independent","86","Curtis, Drew","Challenger","N/A","404","R",2.71,56.54,43.46,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","TRIMBLE","County","1,033","Bevin, Matt G.","Challenger","797","Conway, Jack","Challenger","Independent","65","Curtis, Drew","Challenger","1","236","R",3.43,56.45,43.55,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 1; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","UNION","County","1,829","Bevin, Matt G.","Challenger","1,928","Conway, Jack","Challenger","Independent","91","Curtis, Drew","Challenger","N/A","99","D",2.36,48.68,51.32,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","WARREN","County","12,411","Bevin, Matt G.","Challenger","9,354","Conway, Jack","Challenger","Independent","730","Curtis, Drew","Challenger","1","3,057","R",3.25,57.02,42.98,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1"
"Governor","Kentucky","20151103","N/A","WASHINGTON","County","1,796","Bevin, Matt G.","Challenger","1,205","Conway, Jack","Challenger","Independent","129","Curtis, Drew","Challenger","N/A","591","R",4.12,59.85,40.15,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","WAYNE","County","2,412","Bevin, Matt G.","Challenger","1,239","Conway, Jack","Challenger","Independent","86","Curtis, Drew","Challenger","1","1,173","R",2.3,66.06,33.94,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1"
"Governor","Kentucky","20151103","N/A","WEBSTER","County","1,567","Bevin, Matt G.","Challenger","1,168","Conway, Jack","Challenger","Independent","72","Curtis, Drew","Challenger","N/A","399","R",2.57,57.29,42.71,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","WHITLEY","County","4,772","Bevin, Matt G.","Challenger","1,857","Conway, Jack","Challenger","Independent","215","Curtis, Drew","Challenger","N/A","2,915","R",3.14,71.99,28.01,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","WOLFE","County","689","Bevin, Matt G.","Challenger","763","Conway, Jack","Challenger","Independent","41","Curtis, Drew","Challenger","N/A","74","D",2.75,47.45,52.55,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 0"
"Governor","Kentucky","20151103","N/A","WOODFORD","County","3,804","Bevin, Matt G.","Challenger","3,704","Conway, Jack","Challenger","Independent","495","Curtis, Drew","Challenger","1","100","R",6.18,50.67,49.33,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1",NA,"The other vote was: Whyte, Blackii Effing (Write-in) 0; Gatewood, Gatewood B. (Write-in) 1"
