state,county,total_pop,white,black,latino,non_white,pct_white,pct_nonwhite,pct_latino
Illinois,ROCK ISLAND,149374,121705,11099,12791,27669,0.814766961,0.185233039,0.085630699
Illinois,ST. CLAIR,256082,171151,73282,5604,84931,0.668344515,0.331655485,0.021883615
Illinois,SALINE,26733,25035,1079,258,1698,0.936482999,0.063517001,0.009650993
Illinois,SANGAMON,188951,163967,18134,2000,24984,0.867775243,0.132224757,0.010584755
Illinois,SCHUYLER,7189,7090,16,39,99,0.986228961,0.013771039,0.005424955
Illinois,SCOTT,5537,5497,2,10,40,0.992775871,0.007224129,0.001806032
Illinois,SHELBY,22893,22581,35,110,312,0.98637138,0.01362862,0.004804962
Illinois,STARK,6332,6213,4,54,119,0.98120657,0.01879343,0.008528111
Illinois,STEPHENSON,48979,43404,3732,747,5575,0.886175708,0.113824292,0.015251434
Illinois,TAZEWELL,128485,124270,1115,1331,4215,0.967194614,0.032805386,0.010359186
Illinois,UNION,18293,17407,149,481,886,0.951566173,0.048433827,0.026294211
Illinois,VERMILION,83919,71038,8802,2504,12881,0.846506751,0.153493249,0.029838296
Illinois,WABASH,12937,12602,51,95,335,0.974105279,0.025894721,0.007343279
Illinois,WARREN,18735,17672,296,507,1063,0.943261276,0.056738724,0.027061649
Illinois,WASHINGTON,15148,14846,49,108,302,0.980063375,0.019936625,0.007129654
Illinois,WAYNE,17151,16853,19,103,298,0.98262492,0.01737508,0.006005481
Illinois,WHITE,15371,15033,40,103,338,0.978010539,0.021989461,0.00670093
Illinois,WHITESIDE,60653,53946,577,5347,6707,0.889420144,0.110579856,0.088157222
Illinois,WILL,502266,388523,51980,43768,113743,0.773540315,0.226459685,0.087141077
Illinois,WILLIAMSON,61296,58006,1498,763,3290,0.946326025,0.053673975,0.012447794
Illinois,WINNEBAGO,278418,220817,29038,19206,57601,0.793113233,0.206886767,0.068982609
Illinois,WOODFORD,35469,34760,84,241,709,0.980010714,0.019989286,0.006794666
Indiana,ADAMS,33625,32203,43,1118,1422,0.957710037,0.042289963,0.033249071
Indiana,ALLEN,331849,269732,37149,13877,62117,0.812815467,0.187184533,0.041817212
Indiana,BARTHOLOMEW,71435,66422,1281,1598,5013,0.929824316,0.070175684,0.022369987
Indiana,BENTON,9421,9040,18,245,381,0.959558433,0.040441567,0.026005732
Indiana,BLACKFORD,14048,13773,16,83,275,0.98042426,0.01957574,0.005908314
Indiana,BOONE,46107,44847,157,534,1260,0.972672262,0.027327738,0.011581755
Indiana,BROWN,14957,14609,32,131,348,0.976733302,0.023266698,0.008758441
Indiana,CARROLL,20165,19413,36,591,752,0.962707662,0.037292338,0.029308207
Indiana,CASS,40930,36921,499,2905,4009,0.902052284,0.097947716,0.070974835
Indiana,CLARK,96472,86194,6345,1799,10278,0.893461315,0.106538685,0.018647898
Indiana,CLAY,26556,26038,86,155,518,0.98049405,0.01950595,0.005836722
Indiana,CLINTON,33866,31052,67,2478,2814,0.916907813,0.083092187,0.073170732
Indiana,CRAWFORD,10743,10519,16,100,224,0.979149213,0.020850787,0.009308387
Indiana,DAVIESS,29820,28815,123,620,1005,0.966297787,0.033702213,0.020791415
Indiana,DEARBORN,46109,45048,285,266,1061,0.976989308,0.023010692,0.005768939
Indiana,DECATUR,24555,24092,12,132,463,0.98114437,0.01885563,0.005375687
Indiana,DEKALB,40285,39009,101,676,1276,0.96832568,0.03167432,0.016780439
Indiana,DELAWARE,118769,107068,7906,1304,11701,0.901481026,0.098518974,0.010979296
Indiana,DUBOIS,39674,38266,53,1103,1408,0.964510763,0.035489237,0.027801583
Indiana,ELKHART,182791,152421,9390,16300,30370,0.833853964,0.166146036,0.089172881
Indiana,FAYETTE,25588,24773,428,132,815,0.968149132,0.031850868,0.005158668
Indiana,FLOYD,70823,65652,3099,772,5171,0.926986996,0.073013004,0.010900414
Indiana,FOUNTAIN,17954,17599,19,190,355,0.980227247,0.019772753,0.0105826
Indiana,FRANKLIN,22151,21862,7,104,289,0.986953185,0.013046815,0.004695048
Indiana,FULTON,20511,19503,154,473,1008,0.950855638,0.049144362,0.023060797
Indiana,GIBSON,32500,31208,621,229,1292,0.960246154,0.039753846,0.007046154
Indiana,GRANT,73403,64607,5229,1787,8796,0.880168385,0.119831615,0.024345054
Indiana,GREENE,33157,32515,25,268,642,0.980637573,0.019362427,0.008082758
Indiana,HAMILTON,182740,170674,2775,2911,12066,0.933971763,0.066028237,0.015929736
Indiana,HANCOCK,55391,54155,74,526,1236,0.977685906,0.022314094,0.009496128
Indiana,HARRISON,34325,33518,123,331,807,0.976489439,0.023510561,0.009643117
Indiana,HENDRICKS,104093,99978,1143,1162,4115,0.960468043,0.039531957,0.011163095
Indiana,HENRY,48508,47274,412,387,1234,0.974560897,0.025439103,0.007978065
Indiana,HOWARD,84964,75378,5523,1709,9586,0.887175745,0.112824255,0.020114401
Indiana,HUNTINGTON,38075,37156,65,363,919,0.975863427,0.024136573,0.009533815
Indiana,JACKSON,41335,39323,217,1112,2012,0.951324543,0.048675457,0.026902141
Indiana,JASPER,30043,28941,102,733,1102,0.963319242,0.036680758,0.024398362
Indiana,JAY,21806,21131,54,390,675,0.969045217,0.030954783,0.017884986
Indiana,JEFFERSON,31705,30321,453,332,1384,0.956347579,0.043652421,0.010471534
Indiana,JENNINGS,27554,26745,205,193,809,0.970639472,0.029360528,0.007004428
Indiana,JOHNSON,115209,110839,900,1591,4370,0.962068936,0.037931064,0.013809685
Indiana,KNOX,39256,37667,726,322,1589,0.959522111,0.040477889,0.008202568
Indiana,KOSCIUSKO,74057,68816,428,3722,5241,0.929230188,0.070769812,0.050258585
Indiana,LAGRANGE,34909,33405,61,1097,1504,0.956916554,0.043083446,0.031424561
Indiana,LAKE,484564,293457,121372,59128,191107,0.605610404,0.394389596,0.122023097
Indiana,LAPORTE,110106,93330,11052,3402,16776,0.847637731,0.152362269,0.030897499
Indiana,LAWRENCE,45922,44711,177,416,1211,0.973629197,0.026370803,0.009058839
Indiana,MADISON,133358,118874,10437,1993,14484,0.891390093,0.108609907,0.014944735
Indiana,MARION,860454,592540,206716,33290,267914,0.688636464,0.311363536,0.038688878
Indiana,MARSHALL,45128,41761,114,2664,3367,0.925390002,0.074609998,0.059032087
Indiana,MARTIN,10369,10225,16,42,144,0.986112451,0.013887549,0.004050535
Indiana,MIAMI,36082,33560,1066,478,2522,0.930103653,0.069896347,0.013247603
Indiana,MONROE,120563,108314,3567,2235,12249,0.898401666,0.101598334,0.018538026
Indiana,MONTGOMERY,37629,36223,281,611,1406,0.962635202,0.037364798,0.016237476
Indiana,MORGAN,66689,65398,50,490,1291,0.980641485,0.019358515,0.007347539
Indiana,NEWTON,14566,13947,24,422,619,0.957503776,0.042496224,0.028971578
Indiana,NOBLE,46275,42221,172,3299,4054,0.912393301,0.087606699,0.071291194
Indiana,OHIO,5623,5531,27,25,92,0.983638627,0.016361373,0.004446025
Indiana,ORANGE,19306,18833,113,108,473,0.975499845,0.024500155,0.005594116
Indiana,OWEN,21786,21291,52,164,495,0.977278987,0.022721013,0.00752777
Indiana,PARKE,17241,16560,368,104,681,0.960501131,0.039498869,0.006032133
Indiana,PERRY,18899,18345,272,133,554,0.97068628,0.02931372,0.007037409
Indiana,PIKE,12837,12666,11,74,171,0.986679131,0.013320869,0.005764587
Indiana,PORTER,146798,135334,1314,7079,11464,0.921906293,0.078093707,0.048222728
Indiana,POSEY,27061,26443,231,118,618,0.977162706,0.022837294,0.004360519
Indiana,PULASKI,13755,13294,126,191,461,0.966484915,0.033515085,0.01388586
Indiana,PUTNAM,36019,33972,1044,412,2047,0.943168883,0.056831117,0.011438408
Indiana,RANDOLPH,27401,26716,64,333,685,0.975000912,0.024999088,0.012152841
Indiana,RIPLEY,26523,25971,13,247,552,0.979187875,0.020812125,0.009312672
Indiana,RUSH,18261,17794,108,92,467,0.974426373,0.025573627,0.005038059
Indiana,ST. JOSEPH,265559,213890,30105,12557,51669,0.805433068,0.194566932,0.047285161
Indiana,SCOTT,22960,22538,10,222,422,0.981620209,0.018379791,0.00966899
Indiana,SHELBY,43445,42006,325,497,1439,0.966877661,0.033122339,0.011439751
Indiana,SPENCER,20391,19793,110,303,598,0.970673336,0.029326664,0.014859497
Indiana,STARKE,23556,22685,51,514,871,0.963024283,0.036975717,0.021820343
Indiana,STEUBEN,33214,31931,119,683,1283,0.961371711,0.038628289,0.020563618
Indiana,SULLIVAN,21751,20380,928,179,1371,0.936968415,0.063031585,0.008229507
Indiana,SWITZERLAND,9065,8908,21,78,157,0.98268064,0.01731936,0.008604523
Indiana,TIPPECANOE,148955,128653,3698,7834,20302,0.863703803,0.136296197,0.052593065
Indiana,TIPTON,16577,16188,22,201,389,0.976533752,0.023466248,0.012125234
Indiana,UNION,7349,7237,17,22,112,0.984759831,0.015240169,0.002993605
Indiana,VANDERBURGH,171922,152547,14008,1679,19375,0.887303545,0.112696455,0.009766057
Indiana,VERMILLION,16788,16454,44,107,334,0.980104837,0.019895163,0.0063736
Indiana,VIGO,105848,95184,6334,1275,10664,0.899251757,0.100748243,0.012045575
Indiana,WABASH,34960,33803,139,414,1157,0.966905034,0.033094966,0.011842105
Indiana,WARREN,8419,8318,7,37,101,0.988003326,0.011996674,0.004394821
Indiana,WARRICK,52383,50805,516,340,1578,0.969875723,0.030124277,0.006490655
Indiana,WASHINGTON,27223,26749,36,200,474,0.982588253,0.017411747,0.007346729
Indiana,WAYNE,71097,64967,3594,971,6130,0.913779766,0.086220234,0.013657398
Indiana,WELLS,27600,26884,41,397,716,0.974057971,0.025942029,0.014384058
Indiana,WHITE,25267,23580,35,1349,1687,0.933233071,0.066766929,0.053389797
Indiana,WHITLEY,30707,30040,57,276,667,0.978278568,0.021721432,0.008988179
Iowa,ADAIR,8243,8115,6,58,128,0.984471673,0.015528327,0.007036273
Iowa,ADAMS,4482,4414,2,26,68,0.984828202,0.015171798,0.005800982
Iowa,ALLAMAKEE,14675,13983,21,520,692,0.952844974,0.047155026,0.035434412
Iowa,APPANOOSE,13721,13382,58,135,339,0.975293346,0.024706654,0.009838933
Iowa,AUDUBON,6830,6743,9,33,87,0.987262079,0.012737921,0.004831625
Iowa,BENTON,25308,24894,50,156,414,0.983641536,0.016358464,0.006164059
Iowa,BLACK HAWK,128012,112223,10108,2359,15789,0.876660001,0.123339999,0.01842796
Iowa,BOONE,26224,25729,79,218,495,0.981124161,0.018875839,0.008312996
Iowa,BREMER,23325,22836,110,130,489,0.97903537,0.02096463,0.005573419
Iowa,BUCHANAN,21093,20667,54,131,426,0.979803726,0.020196274,0.006210591
Iowa,BUENA VISTA,20411,16758,61,2560,3653,0.821027877,0.178972123,0.125422566
Iowa,BUTLER,15305,15086,13,89,219,0.985690951,0.014309049,0.005815093
Iowa,CALHOUN,11115,10849,76,100,266,0.976068376,0.023931624,0.008996851
Iowa,CARROLL,21421,21119,35,115,302,0.985901685,0.014098315,0.005368564
Iowa,CASS,14684,14457,31,101,227,0.984540997,0.015459003,0.006878235
Iowa,CEDAR,18187,17804,34,171,383,0.978941002,0.021058998,0.00940232
Iowa,CERRO GORDO,46447,43977,358,1291,2470,0.946821108,0.053178892,0.027795121
Iowa,CHEROKEE,13035,12749,41,124,286,0.978059072,0.021940928,0.00951285
Iowa,CHICKASAW,13095,12902,7,82,193,0.98526155,0.01473845,0.006261932
Iowa,CLARKE,9133,8648,10,369,485,0.946895872,0.053104128,0.040402934
Iowa,CLAY,17372,16902,30,196,470,0.972944969,0.027055031,0.011282524
Iowa,CLAYTON,18678,18386,25,142,292,0.984366635,0.015633365,0.007602527
Iowa,CLINTON,50149,47722,930,627,2427,0.951604219,0.048395781,0.012502742
Iowa,CRAWFORD,16942,15149,117,1482,1793,0.894168339,0.105831661,0.087474914
Iowa,DALLAS,40750,37658,281,2199,3092,0.924122699,0.075877301,0.05396319
Iowa,DAVIS,8541,8371,13,61,170,0.980096007,0.019903993,0.007142021
Iowa,DECATUR,8689,8296,79,148,393,0.954770399,0.045229601,0.01703303
Iowa,DELAWARE,18404,18179,12,121,225,0.987774397,0.012225603,0.006574658
Iowa,DES MOINES,42351,39308,1488,740,3043,0.928148096,0.071851904,0.017473023
Iowa,DICKINSON,16424,16164,20,109,260,0.984169508,0.015830492,0.006636629
Iowa,DUBUQUE,89143,86020,736,1065,3123,0.964966402,0.035033598,0.011947096
Iowa,EMMET,11027,10424,26,475,603,0.945316042,0.054683958,0.043076086
Iowa,FAYETTE,22008,21327,111,330,681,0.969056707,0.030943293,0.014994547
Iowa,FLOYD,16900,16466,37,222,434,0.974319527,0.025680473,0.013136095
Iowa,FRANKLIN,10704,10000,9,642,704,0.934230194,0.065769806,0.059977578
Iowa,FREMONT,8010,7758,3,174,252,0.968539326,0.031460674,0.021722846
Iowa,GREENE,10366,10094,13,172,272,0.97376037,0.02623963,0.016592707
Iowa,GRUNDY,12369,12197,10,72,172,0.986094268,0.013905732,0.005821004
Iowa,GUTHRIE,11353,11129,14,120,224,0.980269532,0.019730468,0.010569893
Iowa,HAMILTON,16438,15792,38,234,646,0.960700815,0.039299185,0.014235308
Iowa,HANCOCK,12100,11696,7,301,404,0.96661157,0.03338843,0.024876033
Iowa,HARDIN,18812,18081,111,455,731,0.961141824,0.038858176,0.024186689
Iowa,HARRISON,15666,15384,13,113,282,0.981999234,0.018000766,0.007213073
Iowa,HENRY,20336,19154,295,256,1182,0.941876475,0.058123525,0.012588513
Iowa,HOWARD,9932,9797,11,55,135,0.986407571,0.013592429,0.005537656
Iowa,HUMBOLDT,10381,10188,7,100,193,0.981408342,0.018591658,0.009632983
Iowa,IDA,7837,7737,8,37,100,0.987240015,0.012759985,0.004721194
Iowa,IOWA,15671,15390,25,152,281,0.982068789,0.017931211,0.009699445
Iowa,JACKSON,20296,20000,19,121,296,0.985415845,0.014584155,0.005961766
Iowa,JASPER,37213,36072,309,375,1141,0.969338672,0.030661328,0.010077124
Iowa,JEFFERSON,16181,15329,102,297,852,0.947345652,0.052654348,0.018354861
Iowa,JOHNSON,111006,98619,3148,2781,12387,0.888411437,0.111588563,0.0250527
Iowa,JONES,20221,19414,356,213,807,0.960090995,0.039909005,0.010533604
Iowa,KEOKUK,11400,11260,8,61,140,0.987719298,0.012280702,0.005350877
Iowa,KOSSUTH,17163,16867,19,139,296,0.982753598,0.017246402,0.008098817
Iowa,LEE,38052,35401,1050,902,2651,0.930332177,0.069667823,0.023704404
Iowa,LINN,191701,178449,4857,2722,13252,0.930871513,0.069128487,0.014199196
Iowa,LOUISA,12183,10529,26,1537,1654,0.864237052,0.135762948,0.126159402
Iowa,LUCAS,9422,9238,12,82,184,0.980471238,0.019528762,0.008703035
Iowa,LYON,11763,11637,11,42,126,0.989288447,0.010711553,0.003570518
Iowa,MADISON,14019,13763,12,105,256,0.981739068,0.018260932,0.007489835
Iowa,MAHASKA,22335,21609,140,190,726,0.967494963,0.032505037,0.008506828
Iowa,MARION,32052,31074,129,257,978,0.969487083,0.030512917,0.00801822
Iowa,MARSHALL,39311,34640,348,3523,4671,0.881178296,0.118821704,0.089618682
Iowa,MILLS,14547,14134,41,179,413,0.971609267,0.028390733,0.012304943
Iowa,MITCHELL,10874,10752,19,63,122,0.988780578,0.011219422,0.005793636
Iowa,MONONA,10020,9811,8,70,209,0.979141717,0.020858283,0.006986028
Iowa,MONROE,8016,7864,16,40,152,0.981037924,0.018962076,0.00499002
Iowa,MONTGOMERY,11771,11489,9,153,282,0.976042817,0.023957183,0.012998046
Iowa,MUSCATINE,41722,35746,271,4973,5976,0.856766214,0.143233786,0.119193711
Iowa,O'BRIEN,15102,14623,46,267,479,0.968282347,0.031717653,0.017679778
Iowa,OSCEOLA,7003,6812,8,125,191,0.972725975,0.027274025,0.017849493
Iowa,PAGE,16976,16153,277,265,823,0.951519793,0.048480207,0.015610273
Iowa,PALO ALTO,10147,9956,9,77,191,0.981176702,0.018823298,0.00758845
Iowa,PLYMOUTH,24849,24215,67,328,634,0.974485895,0.025514105,0.013199726
Iowa,POCAHONTAS,8662,8490,21,77,172,0.980143154,0.019856846,0.008889402
Iowa,POLK,374601,323785,17874,16490,50816,0.864346331,0.135653669,0.044020171
Iowa,POTTAWATTAMIE,87704,82667,658,2892,5037,0.942568184,0.057431816,0.032974551
Iowa,POWESHIEK,18815,18096,101,226,719,0.961785809,0.038214191,0.012011693
Iowa,RINGGOLD,5469,5406,6,13,63,0.988480527,0.011519473,0.002377034
Iowa,SAC,11529,11300,29,111,229,0.980137046,0.019862954,0.009627895
Iowa,SCOTT,158668,137382,9498,6445,21286,0.865845665,0.134154335,0.040619407
Iowa,SHELBY,13173,12938,13,88,235,0.98216048,0.01783952,0.006680331
Iowa,SIOUX,31589,30374,57,808,1215,0.961537244,0.038462756,0.025578524
Iowa,STORY,79981,72221,1441,1238,7760,0.902976957,0.097023043,0.015478676
Iowa,TAMA,18103,16140,44,679,1963,0.891564934,0.108435066,0.037507595
Iowa,TAYLOR,6958,6633,2,265,325,0.953291176,0.046708824,0.038085657
Iowa,UNION,12309,12044,28,125,265,0.978471037,0.021528963,0.010155171
Iowa,VAN BUREN,7809,7659,5,60,150,0.980791395,0.019208605,0.007683442
Iowa,WAPELLO,36051,34339,329,799,1712,0.95251172,0.04748828,0.022163047
Iowa,WARREN,40671,39635,106,441,1036,0.974527304,0.025472696,0.010843107
Iowa,WASHINGTON,20670,19838,58,564,832,0.959748428,0.040251572,0.027285922
Iowa,WAYNE,6730,6614,4,48,116,0.982763744,0.017236256,0.007132244
Iowa,WEBSTER,40235,37166,1339,944,3069,0.923723127,0.076276873,0.02346216
Iowa,WINNEBAGO,11723,11297,21,237,426,0.963661179,0.036338821,0.020216668
Iowa,WINNESHIEK,21310,20757,108,170,553,0.974049742,0.025950258,0.007977475
Iowa,WOODBURY,103877,86821,2013,9468,17056,0.835805809,0.164194191,0.09114626
Iowa,WORTH,7909,7693,21,124,216,0.972689341,0.027310659,0.015678341
Iowa,WRIGHT,14334,13489,19,706,845,0.941049254,0.058950746,0.049253523
Kansas,ALLEN,14385,13516,233,278,869,0.939589851,0.060410149,0.019325686
Kansas,ANDERSON,8110,7857,25,88,253,0.968803946,0.031196054,0.010850801
Kansas,ATCHISON,16774,15170,883,327,1604,0.90437582,0.09562418,0.019494456
Kansas,BARBER,5307,5105,16,107,202,0.961937064,0.038062936,0.02016205
Kansas,BARTON,28205,25094,304,2344,3111,0.889700408,0.110299592,0.083105832
Kansas,BOURBON,15379,14345,466,199,1034,0.932765459,0.067234541,0.012939723
Kansas,BROWN,10724,9230,161,249,1494,0.860686311,0.139313689,0.023218948
Kansas,BUTLER,59482,55655,810,1336,3827,0.935661208,0.064338792,0.022460576
Kansas,CHASE,3030,2910,28,53,120,0.96039604,0.03960396,0.017491749
Kansas,CHAUTAUQUA,4359,4054,13,59,305,0.930029823,0.069970177,0.013535214
Kansas,CHEROKEE,22605,20700,137,291,1905,0.915726609,0.084273391,0.012873258
Kansas,CHEYENNE,3165,3052,1,82,113,0.964296998,0.035703002,0.025908373
Kansas,CLARK,2390,2248,5,96,142,0.940585774,0.059414226,0.040167364
Kansas,CLAY,8822,8577,50,73,245,0.97222852,0.02777148,0.008274768
Kansas,CLOUD,10268,10058,34,62,210,0.979548111,0.020451889,0.006038177
Kansas,COFFEY,8865,8535,21,137,330,0.962774958,0.037225042,0.015454033
Kansas,COMANCHE,1967,1906,1,35,61,0.968988307,0.031011693,0.017793594
Kansas,COWLEY,36291,32091,971,1304,4200,0.884268827,0.115731173,0.035931774
Kansas,CRAWFORD,38242,35282,671,910,2960,0.92259819,0.07740181,0.023795827
Kansas,DECATUR,3472,3385,17,34,87,0.974942396,0.025057604,0.009792627
Kansas,DICKINSON,19344,18406,101,445,938,0.951509512,0.048490488,0.023004549
Kansas,DONIPHAN,8249,7775,164,96,474,0.94253849,0.05746151,0.011637774
Kansas,DOUGLAS,99962,84543,4148,3268,15419,0.845751386,0.154248614,0.032692423
Kansas,EDWARDS,3449,3068,9,335,381,0.889533198,0.110466802,0.097129603
Kansas,ELK,3261,3081,7,71,180,0.944802208,0.055197792,0.021772462
Kansas,ELLIS,27507,26160,173,652,1347,0.951030647,0.048969353,0.023703057
Kansas,ELLSWORTH,6525,5954,227,234,571,0.912490421,0.087509579,0.035862069
Kansas,FINNEY,40523,20820,397,17548,19703,0.513782296,0.486217704,0.433038028
Kansas,FORD,32458,18607,469,12231,13851,0.57326391,0.42673609,0.376825436
Kansas,FRANKLIN,24784,23193,287,650,1591,0.935805358,0.064194642,0.026226598
Kansas,GEARY,27947,17187,6007,2362,10760,0.614985508,0.385014492,0.084517122
Kansas,GOVE,3068,2989,3,38,79,0.974250326,0.025749674,0.012385919
Kansas,GRAHAM,2946,2790,95,23,156,0.947046843,0.052953157,0.007807196
Kansas,GRANT,7909,5024,9,2742,2885,0.635225692,0.364774308,0.34669364
Kansas,GRAY,5904,5231,10,579,673,0.886009485,0.113990515,0.098069106
Kansas,GREELEY,1534,1338,2,177,196,0.872229465,0.127770535,0.115384615
Kansas,GREENWOOD,7673,7352,11,132,321,0.958164994,0.041835006,0.01720318
Kansas,HAMILTON,2670,2059,13,550,611,0.771161049,0.228838951,0.205992509
Kansas,HARPER,6536,6322,15,70,214,0.967258262,0.032741738,0.010709914
Kansas,HARVEY,32869,28973,502,2620,3896,0.881468861,0.118531139,0.079710365
Kansas,HASKELL,4307,3188,7,1015,1119,0.740190388,0.259809612,0.235662874
Kansas,HODGEMAN,2085,1992,19,56,93,0.955395683,0.044604317,0.026858513
Kansas,JACKSON,12657,11344,66,189,1313,0.896262938,0.103737062,0.014932448
Kansas,JEFFERSON,18426,17683,65,236,743,0.959676544,0.040323456,0.012807989
Kansas,JEWELL,3791,3723,1,27,68,0.98206278,0.01793722,0.007122131
Kansas,JOHNSON,451086,401428,11568,17957,49658,0.889914562,0.110085438,0.039808374
Kansas,KEARNY,4531,3223,20,1203,1308,0.711322004,0.288677996,0.265504304
Kansas,KINGMAN,8673,8368,17,125,305,0.964833391,0.035166609,0.014412545
Kansas,KIOWA,3278,3155,7,67,123,0.96247712,0.03752288,0.020439292
Kansas,LABETTE,22835,20043,1050,700,2792,0.877731552,0.122268448,0.030654697
Kansas,LANE,2155,2091,0,31,64,0.970301624,0.029698376,0.014385151
Kansas,LEAVENWORTH,68691,56355,7018,2620,12336,0.820413155,0.179586845,0.038141824
Kansas,LINCOLN,3578,3491,4,37,87,0.97568474,0.02431526,0.010340973
Kansas,LINN,9570,9274,57,87,296,0.96907001,0.03092999,0.009090909
Kansas,LOGAN,3046,2931,18,50,115,0.962245568,0.037754432,0.01641497
Kansas,LYON,35935,27786,785,6010,8149,0.773229442,0.226770558,0.167246417
Kansas,MCPHERSON,29554,28240,232,573,1314,0.955539013,0.044460987,0.019388238
Kansas,MARION,13361,12833,63,257,528,0.960482,0.039518,0.019235087
Kansas,MARSHALL,10965,10716,24,83,249,0.977291382,0.022708618,0.007569539
Kansas,MEADE,4631,4019,16,505,612,0.867847117,0.132152883,0.109047722
Kansas,MIAMI,28351,26924,429,451,1427,0.949666678,0.050333322,0.015907728
Kansas,MITCHELL,6932,6732,35,61,200,0.971148298,0.028851702,0.008799769
Kansas,MONTGOMERY,36252,30615,2163,1118,5637,0.844505131,0.155494869,0.030839678
Kansas,MORRIS,6104,5871,21,136,233,0.961828309,0.038171691,0.022280472
Kansas,MORTON,3496,2891,7,493,605,0.82694508,0.17305492,0.141018307
Kansas,NEMAHA,10717,10492,51,76,225,0.979005319,0.020994681,0.007091537
Kansas,NEOSHO,16997,15876,140,494,1121,0.934047185,0.065952815,0.029063952
Kansas,NESS,3454,3369,1,52,85,0.975390851,0.024609149,0.015055009
Kansas,NORTON,5953,5485,240,141,468,0.921384176,0.078615824,0.023685537
Kansas,OSAGE,16712,16109,36,255,603,0.963918143,0.036081857,0.015258497
Kansas,OSBORNE,4452,4378,3,17,74,0.983378257,0.016621743,0.003818509
Kansas,OTTAWA,6163,5969,31,80,194,0.968521824,0.031478176,0.012980691
Kansas,PAWNEE,7233,6423,354,301,810,0.888013273,0.111986727,0.041614821
Kansas,PHILLIPS,6001,5868,15,40,133,0.977837027,0.022162973,0.006665556
Kansas,POTTAWATOMIE,18209,17288,119,411,921,0.949420616,0.050579384,0.022571256
Kansas,PRATT,9647,9095,91,298,552,0.942780139,0.057219861,0.030890432
Kansas,RAWLINS,2966,2906,9,24,60,0.979770735,0.020229265,0.008091706
Kansas,RENO,64790,57797,1812,3661,6993,0.892066677,0.107933323,0.056505634
Kansas,REPUBLIC,5835,5718,15,55,117,0.979948586,0.020051414,0.009425878
Kansas,RICE,10761,9837,122,604,924,0.914134374,0.085865626,0.056128613
Kansas,RILEY,62843,51954,4221,2872,10889,0.826726923,0.173273077,0.045701192
Kansas,ROOKS,5685,5486,64,60,199,0.964995602,0.035004398,0.01055409
Kansas,RUSH,3551,3471,11,37,80,0.977471135,0.022528865,0.0104196
Kansas,RUSSELL,7370,7146,36,67,224,0.969606513,0.030393487,0.009090909
Kansas,SALINE,53597,46645,1622,3228,6952,0.870291248,0.129708752,0.060227252
Kansas,SCOTT,5120,4746,4,323,374,0.926953125,0.073046875,0.063085938
Kansas,SEDGWICK,452869,345925,40748,36397,106944,0.76385224,0.23614776,0.08036982
Kansas,SEWARD,22510,11126,806,9486,11384,0.494269214,0.505730786,0.421412705
Kansas,SHAWNEE,169871,135752,14917,12330,34119,0.799147588,0.200852412,0.072584491
Kansas,SHERIDAN,2813,2753,4,41,60,0.978670459,0.021329541,0.014575187
Kansas,SHERMAN,6760,6085,24,571,675,0.900147929,0.099852071,0.084467456
Kansas,SMITH,4536,4463,5,33,73,0.983906526,0.016093474,0.007275132
Kansas,STAFFORD,4789,4455,7,259,334,0.930256839,0.069743161,0.054082272
Kansas,STANTON,2406,1780,15,570,626,0.739817124,0.260182876,0.236907731
Kansas,STEVENS,5463,4122,43,1187,1341,0.754530478,0.245469522,0.217279883
Kansas,SUMNER,25946,24067,175,929,1879,0.927580359,0.072419641,0.035805134
Kansas,THOMAS,8180,7882,35,151,298,0.963569682,0.036430318,0.018459658
Kansas,TREGO,3319,3230,6,26,89,0.973184694,0.026815306,0.007833685
Kansas,WABAUNSEE,6885,6628,26,128,257,0.962672476,0.037327524,0.01859114
Kansas,WALLACE,1749,1623,11,84,126,0.927958834,0.072041166,0.048027444
Kansas,WASHINGTON,6483,6380,7,42,103,0.984112294,0.015887706,0.006478482
Kansas,WICHITA,2531,2024,2,466,507,0.799683919,0.200316081,0.18411695
Kansas,WILSON,10332,9907,34,173,425,0.95886566,0.04113434,0.016744096
Kansas,WOODSON,3788,3645,29,52,143,0.962249208,0.037750792,0.013727561
Kansas,WYANDOTTE,157882,81534,44328,25257,76348,0.516423658,0.483576342,0.159973905
Kentucky,ADAIR,17244,16462,434,132,782,0.954650893,0.045349107,0.007654836
Kentucky,ALLEN,17800,17293,190,147,507,0.971516854,0.028483146,0.008258427
Kentucky,ANDERSON,19111,18351,442,153,760,0.960232327,0.039767673,0.00800586
Kentucky,BALLARD,8286,7867,238,52,419,0.949432778,0.050567222,0.006275646
Kentucky,BARREN,38033,35662,1553,355,2371,0.937659401,0.062340599,0.009333999
Kentucky,BATH,11085,10700,200,89,385,0.965268381,0.034731619,0.008028868
Kentucky,BELL,30060,28740,720,194,1320,0.956087824,0.043912176,0.006453759
Kentucky,BOONE,85991,80871,1276,1702,5120,0.940458885,0.059541115,0.019792769
Kentucky,BOURBON,19360,17285,1330,503,2075,0.892820248,0.107179752,0.025981405
Kentucky,BOYD,49752,47326,1224,558,2426,0.951238141,0.048761859,0.01121563
Kentucky,BOYLE,27697,24086,2669,398,3611,0.869624869,0.130375131,0.014369787
Kentucky,BRACKEN,8279,8130,48,39,149,0.982002657,0.017997343,0.004710714
