state,county,total_pop,white,black,latino,non_white,pct_white,pct_nonwhite,pct_latino
Nebraska,CASS,25214,24041,163,636,1173,0.953478226,0.046521774,0.025224082
Nebraska,CEDAR,8807,8607,12,117,200,0.977290791,0.022709209,0.013284887
Nebraska,CHASE,3964,3507,1,438,457,0.884712412,0.115287588,0.11049445
Nebraska,CHERRY,5722,5155,13,195,567,0.900908773,0.099091227,0.034078993
Nebraska,CHEYENNE,10038,9123,24,600,915,0.908846384,0.091153616,0.059772863
Nebraska,CLAY,6497,5908,14,486,589,0.909342774,0.090657226,0.074803756
Nebraska,COLFAX,10453,6012,89,4257,4441,0.575145891,0.424854109,0.407251507
Nebraska,CUMING,9140,8247,2,759,893,0.902297593,0.097702407,0.083041575
Nebraska,CUSTER,10904,10508,15,221,396,0.963683052,0.036316948,0.020267792
Nebraska,DAKOTA,20869,11611,744,7294,9258,0.556375485,0.443624515,0.349513633
Nebraska,DAWES,9176,8041,190,318,1135,0.876307759,0.123692241,0.034655623
Nebraska,DAWSON,24267,15466,768,7671,8801,0.63732641,0.36267359,0.316108295
Nebraska,DEUEL,1962,1873,7,63,89,0.954638124,0.045361876,0.032110092
Nebraska,DIXON,5982,5262,9,630,720,0.879638917,0.120361083,0.105315948
Nebraska,DODGE,36590,32142,125,3582,4448,0.878436731,0.121563269,0.0978956
Nebraska,DOUGLAS,518271,373503,57937,57608,144768,0.720671232,0.279328768,0.111154203
Nebraska,DUNDY,1996,1872,3,113,124,0.937875752,0.062124248,0.056613226
Nebraska,FILLMORE,5867,5598,37,179,269,0.954150332,0.045849668,0.03050963
Nebraska,FRANKLIN,3196,3113,7,36,83,0.974030038,0.025969962,0.01126408
Nebraska,FRONTIER,2693,2644,7,18,49,0.981804679,0.018195321,0.006683996
Nebraska,FURNAS,4922,4703,7,138,219,0.955505892,0.044494108,0.028037383
Nebraska,GAGE,22209,21298,34,395,911,0.958980593,0.041019407,0.017785582
Nebraska,GARDEN,2011,1845,0,115,166,0.917454003,0.082545997,0.05718548
Nebraska,GARFIELD,2106,2078,13,0,28,0.986704653,0.013295347,0
Nebraska,GOSPER,2020,1908,12,70,112,0.944554455,0.055445545,0.034653465
Nebraska,GRANT,608,600,0,7,8,0.986842105,0.013157895,0.011513158
Nebraska,GREELEY,2515,2428,14,67,87,0.965407555,0.034592445,0.026640159
Nebraska,HALL,58681,42635,1104,13616,16046,0.726555444,0.273444556,0.232034219
Nebraska,HAMILTON,9096,8797,16,191,299,0.967128408,0.032871592,0.020998241
Nebraska,HARLAN,3419,3342,3,39,77,0.977478795,0.022521205,0.011406844
Nebraska,HAYES,1037,978,2,51,59,0.943105111,0.056894889,0.049180328
Nebraska,HITCHCOCK,2898,2805,3,51,93,0.967908903,0.032091097,0.017598344
Nebraska,HOLT,10418,9999,2,310,419,0.959781148,0.040218852,0.029756191
Nebraska,HOOKER,689,670,0,11,19,0.972423803,0.027576197,0.015965167
Nebraska,HOWARD,6294,6077,36,118,217,0.96552272,0.03447728,0.018748014
Nebraska,JEFFERSON,7572,7231,5,213,341,0.954965663,0.045034337,0.028129952
Nebraska,JOHNSON,5188,4300,273,454,888,0.828835775,0.171164225,0.087509638
Nebraska,KEARNEY,6514,6167,4,258,347,0.94673012,0.05326988,0.039607
Nebraska,KEITH,8284,7639,15,465,645,0.922139063,0.077860937,0.056132303
Nebraska,KEYA PAHA,742,731,0,0,11,0.985175202,0.014824798,0
Nebraska,KIMBALL,3789,3408,30,268,381,0.899445764,0.100554236,0.070731064
Nebraska,KNOX,8648,7627,41,161,1021,0.88193802,0.11806198,0.018617021
Nebraska,LANCASTER,286425,241832,10055,16766,44593,0.844311774,0.155688226,0.058535393
Nebraska,LINCOLN,36212,32627,242,2638,3585,0.900999669,0.099000331,0.072848779
Nebraska,LOGAN,724,717,0,7,7,0.990331492,0.009668508,0.009668508
Nebraska,LOUP,534,495,0,18,39,0.926966292,0.073033708,0.033707865
Nebraska,MCPHERSON,348,348,0,0,0,1,0,0
Nebraska,MADISON,34766,29025,431,4457,5741,0.834867399,0.165132601,0.128199965
Nebraska,MERRICK,7779,7327,41,274,452,0.941894845,0.058105155,0.035223036
Nebraska,MORRILL,4993,4222,4,670,771,0.845583817,0.154416183,0.134187863
Nebraska,NANCE,3730,3632,4,78,98,0.973726542,0.026273458,0.020911528
Nebraska,NEMAHA,7224,6899,45,138,325,0.955011074,0.044988926,0.01910299
Nebraska,NUCKOLLS,4490,4325,18,95,165,0.96325167,0.03674833,0.021158129
Nebraska,OTOE,15729,14481,23,899,1248,0.920656113,0.079343887,0.057155573
Nebraska,PAWNEE,2753,2692,0,38,61,0.977842354,0.022157646,0.013803124
Nebraska,PERKINS,2947,2838,0,93,109,0.963013234,0.036986766,0.031557516
Nebraska,PHELPS,9184,8677,11,386,507,0.944795296,0.055204704,0.042029617
Nebraska,PIERCE,7231,7052,6,97,179,0.975245471,0.024754529,0.013414465
Nebraska,PLATTE,32195,27131,33,4449,5064,0.842708495,0.157291505,0.13818916
Nebraska,POLK,5371,5143,8,159,228,0.957549805,0.042450195,0.029603426
Nebraska,RED WILLOW,11013,10299,92,456,714,0.935167529,0.064832471,0.041405612
Nebraska,RICHARDSON,8355,7815,7,114,540,0.935368043,0.064631957,0.013644524
Nebraska,ROCK,1540,1477,12,19,63,0.959090909,0.040909091,0.012337662
Nebraska,SALINE,14278,10879,190,2889,3399,0.761941448,0.238058552,0.202339263
Nebraska,SARPY,159413,133512,6189,11625,25901,0.837522661,0.162477339,0.072923789
Nebraska,SAUNDERS,20696,19899,56,424,797,0.961490143,0.038509857,0.020487051
Nebraska,SCOTTS BLUFF,36835,27766,176,7783,9069,0.753793946,0.246206054,0.211293607
Nebraska,SEWARD,16729,16101,82,285,628,0.962460398,0.037539602,0.017036284
Nebraska,SHERIDAN,5432,4541,9,168,891,0.835972018,0.164027982,0.030927835
Nebraska,SHERMAN,3133,3068,30,26,65,0.979253112,0.020746888,0.008298755
Nebraska,SIOUX,1262,1220,0,33,42,0.966719493,0.033280507,0.02614897
Nebraska,STANTON,6139,5740,23,152,399,0.935005701,0.064994299,0.024759733
Nebraska,THAYER,5195,5035,6,81,160,0.969201155,0.030798845,0.015591915
Nebraska,THOMAS,831,789,6,0,42,0.949458484,0.050541516,0
Nebraska,THURSTON,6926,2681,33,243,4245,0.387092117,0.612907883,0.035085186
Nebraska,VALLEY,4322,4211,1,58,111,0.974317446,0.025682554,0.013419713
Nebraska,WASHINGTON,20201,19364,100,422,837,0.958566408,0.041433592,0.020890055
Nebraska,WAYNE,9542,8826,137,412,716,0.92496332,0.07503668,0.043177531
Nebraska,WEBSTER,3773,3546,4,130,227,0.939835675,0.060164325,0.034455341
Nebraska,WHEELER,725,679,0,42,46,0.936551724,0.063448276,0.057931034
Nebraska,YORK,13727,12786,86,564,941,0.931448969,0.068551031,0.041086909
Nevada,CHURCHILL,24779,18837,411,3037,5942,0.760200169,0.239799831,0.122563461
Nevada,CLARK,1954773,937276,197266,569262,1017497,0.479480738,0.520519262,0.291216423
Nevada,DOUGLAS,47056,39071,189,5127,7985,0.830308569,0.169691431,0.108955287
Nevada,ELKO,49133,33846,431,11299,15287,0.688864918,0.311135082,0.229967639
Nevada,ESMERALDA,916,725,7,144,191,0.791484716,0.208515284,0.15720524
Nevada,EUREKA,1809,1601,11,121,208,0.885019348,0.114980652,0.066887783
Nevada,HUMBOLDT,16511,11386,44,4018,5125,0.689600872,0.310399128,0.243352916
Nevada,LANDER,5751,3949,8,1413,1802,0.686663189,0.313336811,0.245696401
Nevada,LINCOLN,5282,4408,159,380,874,0.834532374,0.165467626,0.071942446
Nevada,LYON,51797,40379,428,7733,11418,0.779562523,0.220437477,0.149294361
Nevada,MINERAL,4718,3348,85,444,1370,0.709622721,0.290377279,0.094107673
Nevada,NYE,43801,34455,1022,5983,9346,0.786625876,0.213374124,0.136595055
Nevada,PERSHING,6707,4547,277,1508,2160,0.677948412,0.322051588,0.22483972
Nevada,STOREY,4010,3682,15,106,328,0.918204489,0.081795511,0.026433915
Nevada,WASHOE,422010,278383,9678,94144,143627,0.659659724,0.340340276,0.223084761
Nevada,WHITE PINE,9967,7597,236,1316,2370,0.762215311,0.237784689,0.132035718
Nevada,CARSON CITY,55184,38910,515,11800,16274,0.70509568,0.29490432,0.213830096
New Hampshire,BELKNAP,60206,57506,349,770,2700,0.955153971,0.044846029,0.012789423
New Hampshire,CARROLL,47761,46207,63,498,1554,0.967462993,0.032537007,0.010426917
New Hampshire,CHESHIRE,77106,73500,429,1119,3606,0.953233211,0.046766789,0.014512489
New Hampshire,COOS,32872,31596,186,398,1276,0.96118277,0.03881723,0.012107569
New Hampshire,GRAFTON,88985,82191,785,1641,6794,0.923650053,0.076349947,0.01844131
New Hampshire,HILLSBOROUGH,401101,351250,7750,21391,49851,0.875714596,0.124285404,0.053330707
New Hampshire,MERRIMACK,146742,138263,1485,2408,8479,0.942218315,0.057781685,0.016409753
New Hampshire,ROCKINGHAM,295872,278258,2042,6349,17614,0.940467499,0.059532501,0.021458604
New Hampshire,STRAFFORD,123295,114270,1044,2276,9025,0.926801573,0.073198427,0.018459792
New Hampshire,SULLIVAN,43534,41834,156,505,1700,0.960950062,0.039049938,0.011600129
New Jersey,ATLANTIC,274402,160449,41207,46303,113953,0.584722415,0.415277585,0.168741481
New Jersey,BERGEN,906781,565170,46744,146451,341611,0.623270668,0.376729332,0.161506472
New Jersey,BURLINGTON,449117,316918,70614,29225,132199,0.705646858,0.294353142,0.06507213
New Jersey,CAMDEN,513660,309269,92997,73288,204391,0.60208893,0.39791107,0.142678036
New Jersey,CAPE MAY,96987,84300,4493,5975,12687,0.869188654,0.130811346,0.061606195
New Jersey,CUMBERLAND,156864,78947,29411,42250,77917,0.503283099,0.496716901,0.269341595
New Jersey,ESSEX,783840,262029,308196,159546,521811,0.334288885,0.665711115,0.203544091
New Jersey,GLOUCESTER,288187,233131,27841,13801,55056,0.808957378,0.191042622,0.047889044
New Jersey,HUDSON,636194,194810,72299,268575,441384,0.306211627,0.693788373,0.422158964
New Jersey,HUNTERDON,127996,112173,3225,6799,15823,0.876378949,0.123621051,0.053118847
New Jersey,MERCER,366442,199493,71618,55297,166949,0.54440539,0.45559461,0.150902462
New Jersey,MIDDLESEX,811064,398992,71921,149204,412072,0.491936518,0.508063482,0.183960822
New Jersey,MONMOUTH,629263,483862,43599,60432,145401,0.768934452,0.231065548,0.096036157
New Jersey,MORRIS,493472,369189,14583,56653,124283,0.748145791,0.251854209,0.114804893
New Jersey,OCEAN,575961,494683,16708,47476,81278,0.858882806,0.141117194,0.082429192
New Jersey,PASSAIC,500168,226183,56037,185476,273985,0.452214056,0.547785944,0.370827402
New Jersey,SALEM,66007,50557,9207,4510,15450,0.765933916,0.234066084,0.068326087
New Jersey,SOMERSET,323650,201972,27315,41986,121678,0.624044493,0.375955507,0.129726556
New Jersey,SUSSEX,148962,132081,2697,9682,16881,0.886675797,0.113324203,0.064996442
New Jersey,UNION,536383,242046,110667,147010,294337,0.451255912,0.548744088,0.274076546
New Jersey,WARREN,108488,92570,3886,7741,15918,0.853274095,0.146725905,0.071353514
New Mexico,BERNALILLO,661924,275166,16329,316307,386758,0.415706335,0.584293665,0.477859996
New Mexico,CATRON,3686,2709,0,798,977,0.734943028,0.265056972,0.216494845
New Mexico,CHAVES,65343,28714,995,34009,36629,0.439434982,0.560565018,0.52046891
New Mexico,CIBOLA,27293,5881,78,10004,21412,0.215476496,0.784523504,0.366540871
New Mexico,COLFAX,13614,6751,23,6464,6863,0.495886587,0.504113413,0.474805347
New Mexico,CURRY,48101,24414,2764,18986,23687,0.507557015,0.492442985,0.394711129
New Mexico,DE BACA,2069,1122,2,904,947,0.542290962,0.457709038,0.436926051
New Mexico,EDDY,53693,27897,262,23702,25796,0.519564934,0.480435066,0.441435569
New Mexico,GRANT,29602,14297,31,14348,15305,0.482974123,0.517025877,0.48469698
New Mexico,GUADALUPE,4655,891,66,3538,3764,0.191407089,0.808592911,0.760042965
New Mexico,HARDING,612,328,0,270,284,0.535947712,0.464052288,0.441176471
New Mexico,HIDALGO,4903,2019,67,2769,2884,0.411788701,0.588211299,0.564756272
New Mexico,LEA,64670,27697,2308,33141,36973,0.428282047,0.571717953,0.512463275
New Mexico,LINCOLN,20440,13420,82,6146,7020,0.656555773,0.343444227,0.300684932
New Mexico,LOS ALAMOS,18008,13642,78,2692,4366,0.757552199,0.242447801,0.149489116
New Mexico,LUNA,25162,8990,196,15526,16172,0.357284795,0.642715205,0.617041571
New Mexico,MCKINLEY,71888,7413,353,9744,64475,0.10311874,0.89688126,0.13554418
New Mexico,MORA,4830,912,1,3874,3918,0.188819876,0.811180124,0.802070393
New Mexico,OTERO,64176,33802,2236,22294,30374,0.526707804,0.473292196,0.347388432
New Mexico,QUAY,8956,4750,97,3804,4206,0.530370701,0.469629299,0.424743189
New Mexico,RIO ARRIBA,40201,5370,149,28714,34831,0.133578767,0.866421233,0.714260839
New Mexico,ROOSEVELT,19840,11011,423,7896,8829,0.554989919,0.445010081,0.397983871
New Mexico,SANDOVAL,131302,61977,2704,46334,69325,0.472018705,0.527981295,0.352881144
New Mexico,SAN JUAN,128600,54218,794,24496,74382,0.421601866,0.578398134,0.190482115
New Mexico,SAN MIGUEL,29225,5752,289,22476,23473,0.196817793,0.803182207,0.769067579
New Mexico,SANTA FE,144209,63298,895,73005,80911,0.438932383,0.561067617,0.506244409
New Mexico,SIERRA,11956,8436,36,3343,3520,0.705587153,0.294412847,0.279608565
New Mexico,SOCORRO,17843,6745,166,8652,11098,0.378019391,0.621980609,0.484896038
New Mexico,TAOS,32775,11854,158,18376,20921,0.361678108,0.638321892,0.560671243
New Mexico,TORRANCE,16285,9427,82,6391,6858,0.578876267,0.421123733,0.392447037
New Mexico,UNION,4460,2494,94,1772,1966,0.559192825,0.440807175,0.397309417
New Mexico,VALENCIA,76172,27543,906,44347,48629,0.36158956,0.63841044,0.582195557
New York,ALBANY,304511,231180,36157,15091,73331,0.759184397,0.240815603,0.049558144
New York,ALLEGANY,48837,46573,556,686,2264,0.953641706,0.046358294,0.014046727
New York,BRONX,1386364,151578,419791,741954,1234786,0.109334922,0.890665078,0.535179794
New York,BROOME,199928,172532,8847,6771,27396,0.862970669,0.137029331,0.033867192
New York,CATTARAUGUS,80166,73650,1068,1385,6516,0.918718659,0.081281341,0.017276651
New York,CAYUGA,79996,73079,3144,1927,6917,0.913533177,0.086466823,0.024088704
New York,CHAUTAUQUA,134599,120074,2825,8257,14525,0.892086865,0.107913135,0.061345181
New York,CHEMUNG,88779,77618,5332,2288,11161,0.874283333,0.125716667,0.02577186
New York,CHENANGO,50490,48268,279,946,2222,0.955991285,0.044008715,0.018736383
New York,CLINTON,82054,74688,3132,2096,7366,0.910229849,0.089770151,0.025544154
New York,COLUMBIA,62881,55482,2683,2456,7399,0.882333296,0.117666704,0.039057903
New York,CORTLAND,49453,46247,626,1145,3206,0.935170768,0.064829232,0.023153297
New York,DELAWARE,47851,44564,720,1557,3287,0.931307601,0.068692399,0.032538505
New York,DUTCHESS,297291,221391,27120,31060,75900,0.744694592,0.255305408,0.104476758
New York,ERIE,919542,714236,119034,41901,205306,0.776730155,0.223269845,0.04556725
New York,ESSEX,39309,36443,1125,1005,2866,0.927090488,0.072909512,0.025566664
New York,FRANKLIN,51698,42597,3190,1595,9101,0.823958374,0.176041626,0.030852257
New York,FULTON,55358,51947,826,1307,3411,0.93838289,0.06161711,0.023609957
New York,GENESEE,59992,54953,1383,1609,5039,0.916005467,0.083994533,0.026820243
New York,GREENE,49122,42759,2684,2459,6363,0.870465372,0.129534628,0.050059037
New York,HAMILTON,4835,4664,39,52,171,0.964632885,0.035367115,0.010754912
New York,HERKIMER,64475,61662,574,1058,2813,0.956370686,0.043629314,0.016409461
New York,JEFFERSON,117011,99527,5326,6651,17484,0.850578151,0.149421849,0.05684081
New York,KINGS,2512740,896464,809821,497620,1616276,0.356767513,0.643232487,0.198038794
New York,LEWIS,27062,26172,243,355,890,0.967112556,0.032887444,0.013118025
New York,LIVINGSTON,65215,60054,1395,1838,5161,0.920861765,0.079138235,0.0281837
New York,MADISON,72977,68485,1215,1334,4492,0.93844636,0.06155364,0.018279732
New York,MONROE,744746,541857,107569,53985,202889,0.727572891,0.272427109,0.072487801
New York,MONTGOMERY,50025,42502,674,5681,7523,0.849615192,0.150384808,0.113563218
New York,NASSAU,1338712,875171,142160,195287,463541,0.653741059,0.346258941,0.145876783
New York,NEW YORK,1596735,762321,207912,409298,834414,0.47742487,0.52257513,0.256334332
New York,NIAGARA,215869,188402,15084,4734,27467,0.872760795,0.127239205,0.021929967
New York,ONEIDA,234336,198819,12529,10884,35517,0.84843558,0.15156442,0.046446129
New York,ONONDAGA,466179,369541,48852,18879,96638,0.792701945,0.207298055,0.04049732
New York,ONTARIO,107728,98745,2072,3759,8983,0.916614065,0.083385935,0.034893435
New York,ORANGE,372951,254662,34472,67082,118289,0.682829648,0.317170352,0.179868133
New York,ORLEANS,42995,37561,2540,1783,5434,0.873613211,0.126386789,0.041469938
New York,OSWEGO,122055,116035,869,2578,6020,0.950677973,0.049322027,0.021121625
New York,OTSEGO,62147,57575,1104,1941,4572,0.926432491,0.073567509,0.031232401
New York,PUTNAM,99702,82530,1980,11596,17172,0.827766745,0.172233255,0.116306594
New York,QUEENS,2235008,616029,395583,614147,1618979,0.275627201,0.724372799,0.274785146
New York,RENSSELAER,159464,136628,8775,6135,22836,0.856795264,0.143204736,0.038472633
New York,RICHMOND,468374,300585,44665,80439,167789,0.641762779,0.358237221,0.171740959
New York,ROCKLAND,312011,203466,35330,48716,108545,0.652111624,0.347888376,0.156135521
New York,ST. LAWRENCE,112060,103921,2780,2224,8139,0.927369266,0.072630734,0.019846511
New York,SARATOGA,219832,203720,2963,5392,16112,0.926707668,0.073292332,0.024527821
New York,SCHENECTADY,154466,119671,14102,8818,34795,0.774740072,0.225259928,0.057086996
New York,SCHOHARIE,32617,30642,419,923,1975,0.939448754,0.060551246,0.028298127
New York,SCHUYLER,18472,17740,184,258,732,0.960372456,0.039627544,0.013967085
New York,SENECA,35306,31960,1576,993,3346,0.905228573,0.094771427,0.028125531
New York,STEUBEN,98992,93469,1641,1388,5523,0.944207613,0.055792387,0.014021335
New York,SUFFOLK,1492360,1068747,103997,245810,423613,0.716145568,0.283854432,0.164712268
New York,SULLIVAN,77340,57720,5926,10526,19620,0.746314973,0.253685027,0.136100336
New York,TIOGA,51067,48958,287,713,2109,0.958701314,0.041298686,0.01396205
New York,TOMPKINS,101570,81147,3690,4379,20423,0.798926848,0.201073152,0.043113124
New York,ULSTER,182516,148919,9585,16044,33597,0.815922988,0.184077012,0.087904622
New York,WARREN,65700,62553,638,1195,3147,0.952100457,0.047899543,0.018188737
New York,WASHINGTON,63108,58878,1720,1464,4230,0.932972048,0.067027952,0.023198327
New York,WAYNE,93476,84992,3177,3462,8484,0.909238735,0.090761265,0.037036245
New York,WESTCHESTER,950227,545910,126805,207229,404317,0.574504829,0.425495171,0.218083679
New York,WYOMING,42092,37906,2268,1261,4186,0.900551174,0.099448826,0.029958187
New York,YATES,25351,24362,180,439,989,0.960987732,0.039012268,0.017316871
North Carolina,ALAMANCE,151170,101594,27033,16684,49576,0.672051333,0.327948667,0.110365813
North Carolina,ALEXANDER,37014,32471,2021,1569,4543,0.877262657,0.122737343,0.042389366
North Carolina,ALLEGHANY,11069,9756,128,991,1313,0.881380432,0.118619568,0.089529316
North Carolina,ANSON,26699,12220,12952,797,14479,0.457695045,0.542304955,0.029851305
North Carolina,ASHE,27099,25260,109,1278,1839,0.932137717,0.067862283,0.047160412
North Carolina,AVERY,17815,15114,687,788,2701,0.848386191,0.151613809,0.044232388
North Carolina,BEAUFORT,47542,31498,12341,3190,16044,0.662529973,0.337470027,0.067098565
North Carolina,BERTIE,21035,7340,13240,197,13695,0.348942239,0.651057761,0.009365343
North Carolina,BLADEN,34922,19119,11873,2418,15803,0.547477235,0.452522765,0.069240021
North Carolina,BRUNSWICK,107925,87435,11886,5412,20490,0.810145935,0.189854065,0.050145935
North Carolina,BUNCOMBE,239000,201957,14767,14191,37043,0.845008368,0.154991632,0.059376569
North Carolina,BURKE,90821,75230,5973,4758,15591,0.828332654,0.171667346,0.052388765
North Carolina,CABARRUS,178396,127546,27037,16743,50850,0.714959977,0.285040023,0.093853001
North Carolina,CALDWELL,82493,73032,3836,3796,9461,0.885311481,0.114688519,0.046016026
North Carolina,CAMDEN,9965,8007,1305,219,1958,0.803512293,0.196487707,0.021976919
North Carolina,CARTERET,66415,58005,4063,2278,8410,0.873371979,0.126628021,0.034299481
North Carolina,CASWELL,23615,14432,7915,757,9183,0.611136989,0.388863011,0.032055897
North Carolina,CATAWBA,154201,120326,12779,12916,33875,0.780319194,0.219680806,0.083760806
North Carolina,CHATHAM,63896,45602,8401,8136,18294,0.713690998,0.286309002,0.127331914
North Carolina,CHEROKEE,27304,25151,206,687,2153,0.921147085,0.078852915,0.025161149
North Carolina,CHOWAN,14825,9015,5064,480,5810,0.608094435,0.391905565,0.03237774
North Carolina,CLAY,10575,10094,82,261,481,0.954515366,0.045484634,0.024680851
North Carolina,CLEVELAND,97890,72696,20406,2791,25194,0.742629482,0.257370518,0.028511595
North Carolina,COLUMBUS,57612,34829,17499,2579,22783,0.604544192,0.395455808,0.04476498
North Carolina,CRAVEN,102904,69033,22181,6303,33871,0.670848558,0.329151442,0.061251263
North Carolina,CUMBERLAND,319329,150579,112201,30374,168750,0.471548153,0.528451847,0.095118201
North Carolina,CURRITUCK,23677,20937,1424,721,2740,0.88427588,0.11572412,0.030451493
North Carolina,DARE,34019,30178,1389,2131,3841,0.887092507,0.112907493,0.062641465
North Carolina,DAVIDSON,162628,133429,14818,10256,29199,0.820455272,0.179544728,0.063064171
North Carolina,DAVIE,41183,35134,2799,2494,6049,0.853119005,0.146880995,0.060558969
North Carolina,DUPLIN,58510,30839,14844,12045,27671,0.527072295,0.472927705,0.205862246
North Carolina,DURHAM,269283,113996,99890,35528,155287,0.423331588,0.576668412,0.131935547
North Carolina,EDGECOMBE,56253,21172,32138,2097,35081,0.376371038,0.623628962,0.037278012
North Carolina,FORSYTH,351368,206789,90942,41351,144579,0.588525421,0.411474579,0.117685731
North Carolina,FRANKLIN,60470,38474,15534,4673,21996,0.63624938,0.36375062,0.077277989
North Carolina,GASTON,206291,156355,30752,12199,49936,0.75793418,0.24206582,0.059134911
North Carolina,GATES,12069,7576,4129,177,4493,0.627723921,0.372276079,0.014665672
North Carolina,GRAHAM,8766,7825,48,200,941,0.892653434,0.107346566,0.022815423
North Carolina,GRANVILLE,59666,34409,19266,4451,25257,0.576693594,0.423306406,0.074598599
North Carolina,GREENE,21386,10117,7902,3006,11269,0.473066492,0.526933508,0.140559244
North Carolina,GUILFORD,489576,265339,157538,34642,224237,0.541977139,0.458022861,0.070759188
North Carolina,HALIFAX,54693,21560,28009,1182,33133,0.394200355,0.605799645,0.021611541
North Carolina,HARNETT,115559,74197,23682,12403,41362,0.642070284,0.357929716,0.107330455
North Carolina,HAYWOOD,58915,55309,554,1944,3606,0.938793177,0.061206823,0.03299669
North Carolina,HENDERSON,106577,89990,3569,10338,16587,0.844366045,0.155633955,0.097000291
North Carolina,HERTFORD,24525,8311,14633,675,16214,0.338878695,0.661121305,0.027522936
North Carolina,HOKE,47368,19365,15626,5820,28003,0.408820301,0.591179699,0.122867759
North Carolina,HYDE,5810,3411,1995,359,2399,0.587091222,0.412908778,0.061790017
North Carolina,IREDELL,159614,124271,19098,10758,35343,0.778572055,0.221427945,0.067400103
North Carolina,JACKSON,39985,32691,751,1943,7294,0.817581593,0.182418407,0.048593222
North Carolina,JOHNSTON,169122,118054,24962,21620,51068,0.698040468,0.301959532,0.12783671
North Carolina,JONES,10144,6208,3216,400,3936,0.611987382,0.388012618,0.039432177
North Carolina,LEE,57876,34303,11379,10645,23573,0.592698182,0.407301818,0.183927708
North Carolina,LENOIR,59372,30460,23879,3873,28912,0.513036448,0.486963552,0.06523277
North Carolina,LINCOLN,78052,66869,4263,5343,11183,0.856723723,0.143276277,0.068454364
North Carolina,MCDOWELL,44926,39908,1631,2374,5018,0.888305213,0.111694787,0.052842452
North Carolina,MACON,33815,30586,308,2132,3229,0.904509833,0.095490167,0.063048943
North Carolina,MADISON,20727,19676,267,430,1051,0.949293192,0.050706808,0.020745887
North Carolina,MARTIN,24298,12583,10497,782,11715,0.517861552,0.482138448,0.032183719
North Carolina,MECKLENBURG,926873,469783,277527,111935,457090,0.506847216,0.493152784,0.120766275
North Carolina,MITCHELL,15539,14600,127,649,939,0.939571401,0.060428599,0.041765879
North Carolina,MONTGOMERY,27741,17727,5204,3950,10014,0.63901806,0.36098194,0.142388522
North Carolina,MOORE,88314,68609,11592,5244,19705,0.776875694,0.223124306,0.059379034
North Carolina,NASH,95545,51599,35318,5949,43946,0.540049191,0.459950809,0.062263855
North Carolina,NEW HANOVER,203276,156269,29573,10468,47007,0.768752829,0.231247171,0.051496488
North Carolina,NORTHAMPTON,21959,8530,12546,319,13429,0.388451205,0.611548795,0.014527073
North Carolina,ONSLOW,176461,121089,28222,17985,55372,0.686208284,0.313791716,0.101920538
North Carolina,ORANGE,133958,94971,15593,10714,38987,0.708961018,0.291038982,0.079980292
North Carolina,PAMLICO,13145,9799,2537,397,3346,0.745454545,0.254545455,0.030201598
North Carolina,PASQUOTANK,40551,22362,15594,1650,18189,0.551453725,0.448546275,0.040689502
North Carolina,PENDER,52447,38725,9590,3176,13722,0.738364444,0.261635556,0.060556371
North Carolina,PERQUIMANS,13414,9548,3464,278,3866,0.711793648,0.288206352,0.020724616
North Carolina,PERSON,39322,26183,10749,1581,13139,0.66586135,0.33413865,0.0402065
North Carolina,PITT,167951,96177,56573,9118,71774,0.572649166,0.427350834,0.054289644
North Carolina,POLK,20386,18037,1038,1105,2349,0.884773864,0.115226136,0.054203865
North Carolina,RANDOLPH,141568,115140,7699,14678,26428,0.813319394,0.186680606,0.103681623
North Carolina,RICHMOND,46608,27361,14228,2748,19247,0.587045142,0.412954858,0.058959835
North Carolina,ROBESON,133920,36212,32159,10771,97708,0.270400239,0.729599761,0.080428614
North Carolina,ROCKINGHAM,93264,68597,17232,5091,24667,0.735514239,0.264485761,0.054586979
North Carolina,ROWAN,138189,101503,22019,10494,36686,0.734523008,0.265476992,0.075939474
North Carolina,RUTHERFORD,67446,56838,6686,2359,10608,0.842718619,0.157281381,0.034976129
North Carolina,SAMPSON,63408,33679,16761,10499,29729,0.531147489,0.468852511,0.165578476
North Carolina,SCOTLAND,36266,16613,13958,806,19653,0.458087465,0.541912535,0.022224673
North Carolina,STANLY,60489,49772,6274,2168,10717,0.822827291,0.177172709,0.035841227
North Carolina,STOKES,47224,43298,1992,1253,3926,0.916864306,0.083135694,0.026533119
North Carolina,SURRY,73551,62549,2646,7115,11002,0.850416718,0.149583282,0.096735598
North Carolina,SWAIN,13995,9152,362,557,4843,0.653947839,0.346052161,0.039799929
North Carolina,TRANSYLVANIA,32825,29788,1166,923,3037,0.907479056,0.092520944,0.028118812
North Carolina,TYRRELL,4367,2339,1494,298,2028,0.535607969,0.464392031,0.068239066
North Carolina,UNION,201617,150325,23286,21054,51292,0.745596849,0.254403151,0.104425718
North Carolina,VANCE,45183,18939,22488,3027,26244,0.419162074,0.580837926,0.066994223
North Carolina,WAKE,905573,563473,185926,87549,342100,0.622228136,0.377771864,0.096678015
North Carolina,WARREN,20860,7883,10603,696,12977,0.377900288,0.622099712,0.033365292
North Carolina,WASHINGTON,13085,5912,6561,476,7173,0.451815055,0.548184945,0.036377532
North Carolina,WATAUGA,51103,47354,582,1670,3749,0.926638358,0.073361642,0.032679099
